Sr.No,Round,Institute,Program,Stream,Seat Type,Quota,Category,Opening Rank,Closing Rank
587,Round 1,"Heritage Institute of Technology, Kolkata",Civil Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,1755,39377
588,Round 1,"Heritage Institute of Technology, Kolkata",Civil Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,216499,280389
589,Round 1,"Heritage Institute of Technology, Kolkata",Civil Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,SC,40548,40548
590,Round 1,"Hooghly Engineering & Technology College, Hooghly",Civil Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,4418,95325
591,Round 1,"Hooghly Engineering & Technology College, Hooghly",Civil Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,279719,1242234
592,Round 1,"Narula Institute of Technology, Agarpara, Kolkata",Civil Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,20973,96630
593,Round 1,"Narula Institute of Technology, Agarpara, Kolkata",Civil Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,357605,548227
594,Round 1,"Sanaka Education Trusts Group of Institutions, Durgapur, Burdwan",Civil Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,29858,83791
595,Round 1,"Cooch Behar Government Engineering College, Cooch Behar",Civil Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,SC,20553,26665
596,Round 1,"Cooch Behar Government Engineering College, Cooch Behar",Civil Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,EWS,20060,31028
597,Round 1,"Cooch Behar Government Engineering College, Cooch Behar",Civil Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Open,7438,16988
598,Round 1,"Cooch Behar Government Engineering College, Cooch Behar",Civil Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,OBC - B,17442,18081
599,Round 1,"Future Institute of Technology, Boral, Garia",Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,20139,89098
600,Round 1,"Murshidabad College of Engineering & Technology, Murshidabad",Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,19006,77648
601,Round 1,"Murshidabad College of Engineering & Technology, Murshidabad",Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,160239,845518
602,Round 1,"Murshidabad College of Engineering & Technology, Murshidabad",Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,SC,90092,94654
603,Round 1,BRAINWARE UNIVERSITY,Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,32999,98301
604,Round 1,"Narula Institute of Technology, Agarpara, Kolkata",Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,163,26115
605,Round 1,"Sanaka Education Trusts Group of Institutions, Durgapur, Burdwan",Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,12218,97434
606,Round 1,"Narula Institute of Technology, Agarpara, Kolkata",Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,1586,204442
607,Round 1,"Aliah University, New Town",Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Open,3890,5764
608,Round 1,"Dr. B. C. Roy Engineering College, Durgapur",Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,8675,369145
609,Round 1,"Sister Nivedita University, New Town",Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,235040,1376847
610,Round 1,"Sister Nivedita University, New Town",Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,22782,97425
611,Round 1,Jadavpur University,Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,SC (PwD),16414,16414
612,Round 1,Jadavpur University,Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Open (PwD),888,3317
613,Round 1,"Netaji Subhas Engineering College, Garia, Kolkata",Computer Science & Engineering (Artificial Intelligence And Machine Learning),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,11657,45923
614,Round 1,"Regent Education and Research Foundation, Barasat, Kolkata",Computer Science & Engineering (Artificial Intelligence And Machine Learning),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,87036,92765
615,Round 1,"Techno International New Town, Rajarhat, New Town",Computer Science & Engineering (Artificial Intelligence And Machine Learning),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,277141,671394
616,Round 1,"Techno International New Town, Rajarhat, New Town",Computer Science & Engineering (Artificial Intelligence And Machine Learning),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,5190,96965
617,Round 1,"Mckv Institute of Engineering, Liluah, Howrah",Computer Science & Engineering (Artificial Intelligence And Machine Learning),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,14217,56599
618,Round 1,"Mckv Institute of Engineering, Liluah, Howrah",Computer Science & Engineering (Artificial Intelligence And Machine Learning),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,EWS,69104,69104
619,Round 1,"Mckv Institute of Engineering, Liluah, Howrah",Computer Science & Engineering (Artificial Intelligence And Machine Learning),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,70187,85607
620,Round 1,Jadavpur University,Civil Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,EWS,2411,2925
621,Round 1,"Haldia Institute of Pharmacy, Haldia",B.Pharm/Pharmaceutical Technology,B. Pharma,WBJEE Seats,Home State,ST,33759,33759
622,Round 1,"Meghnad Saha Institute of Technology, Kolkata",ARTIFICIAL INTELLIGENCE (AI) AND DATA SCIENCE,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,EWS,83066,83066
623,Round 1,"Meghnad Saha Institute of Technology, Kolkata",ARTIFICIAL INTELLIGENCE (AI) AND DATA SCIENCE,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,366797,407014
624,Round 1,"Meghnad Saha Institute of Technology, Kolkata",ARTIFICIAL INTELLIGENCE (AI) AND DATA SCIENCE,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,10361,67482
625,Round 1,"Sister Nivedita University, New Town",ARTIFICIAL INTELLIGENCE (AI) AND DATA SCIENCE,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,465604,1303758
626,Round 1,"Netaji Subhas Engineering College, Garia, Kolkata",ARTIFICIAL INTELLIGENCE (AI) AND DATA SCIENCE,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,18148,52283
627,Round 1,"Netaji Subhas Engineering College, Garia, Kolkata",ARTIFICIAL INTELLIGENCE (AI) AND DATA SCIENCE,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,115915,270693
628,Round 1,"Sister Nivedita University, New Town",ARTIFICIAL INTELLIGENCE (AI) AND DATA SCIENCE,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,51490,97795
629,Round 1,Jadavpur University,Instrumentation & Electronics (TFW),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Tuition Fee Waiver,714,732
630,Round 1,"B.P. Poddar Institute of Management & Technology, Kolkata",Electrical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,11436,96609
631,Round 1,"College of Engineering and Management, Kolaghat",Electrical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,24304,93696
632,Round 1,"College of Engineering and Management, Kolaghat",Electrical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,1082779,1246768
633,Round 1,"Institute of Science and Technology, Paschim Medinipur",Electrical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,22659,22659
634,Round 1,"Aliah University, New Town",Electrical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Open,6788,9277
636,Round 1,"Guru Nanak Institute of Technology, Panihati, Sodepur",Electrical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,138970,1299159
637,Round 1,"Guru Nanak Institute of Technology, Panihati, Sodepur",Electrical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,25874,88652
638,Round 1,"Heritage Institute of Technology, Kolkata",Electrical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,5217,16195
639,Round 1,"Heritage Institute of Technology, Kolkata",Electrical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,EWS,21060,41262
640,Round 1,"Hooghly Engineering & Technology College, Hooghly",Electrical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,122194,1081872
641,Round 1,"Hooghly Engineering & Technology College, Hooghly",Electrical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,27709,93097
642,Round 1,"Narula Institute of Technology, Agarpara, Kolkata",Electrical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,19434,86323
643,Round 1,"Heritage Institute of Technology, Kolkata",Electrical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,69090,154492
644,Round 1,"Heritage Institute of Technology, Kolkata",Electrical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,SC,16944,16944
645,Round 1,"Narula Institute of Technology, Agarpara, Kolkata",Electrical Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,280517,702920
646,Round 1,"Mallabhum Institute of Technology, Bishnupur, Bankura",Electronics & Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,45519,89097
647,Round 1,"UNIVERSITY INSTITUTE OF TECHNOLOGY, BURDWAN UNIVERSITY",Electronics & Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,5230,13317
648,Round 1,"UNIVERSITY INSTITUTE OF TECHNOLOGY, BURDWAN UNIVERSITY",Electronics & Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,OBC - A,19361,22411
649,Round 1,"UNIVERSITY INSTITUTE OF TECHNOLOGY, BURDWAN UNIVERSITY",Electronics & Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,EWS,24509,30288
650,Round 1,"UNIVERSITY INSTITUTE OF TECHNOLOGY, BURDWAN UNIVERSITY",Electronics & Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,SC,20616,25797
651,Round 1,"UNIVERSITY INSTITUTE OF TECHNOLOGY, BURDWAN UNIVERSITY",Electronics & Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,OBC - B,14370,15545
652,Round 1,JAKIR HOSSAIN INSTITUTE OF PHARMACY,B.Pharm/Pharmaceutical Technology (TFW),B. Pharma,WBJEE Seats,Home State,Tuition Fee Waiver,24991,32154
653,Round 1,"Institute of Pharmacy, Jalpaiguri",B.Pharm/Pharmaceutical Technology (TFW),B. Pharma,WBJEE Seats,Home State,Tuition Fee Waiver,1571,3182
654,Round 1,"BHARAT TECHNOLOGY, ULUBERIA, HOWRAH",B.Pharm/Pharmaceutical Technology (TFW),B. Pharma,WBJEE Seats,Home State,Tuition Fee Waiver,14938,21652
655,Round 1,"UNIVERSITY INSTITUTE OF TECHNOLOGY, BURDWAN UNIVERSITY",Electronics & Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,ST,77530,98310
656,Round 1,"Netaji Subhas Engineering College, Garia, Kolkata",Electronics & Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,18090,57735
657,Round 1,"Netaji Subhas Engineering College, Garia, Kolkata",Electronics & Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,176763,350853
658,Round 1,"Nshm Knowledge Campus, Durgapur Group of Institutions",Electronics & Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,731050,945979
659,Round 1,"Nshm Knowledge Campus, Durgapur Group of Institutions",Electronics & Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,13515,81342
660,Round 1,"Regent Education and Research Foundation, Barasat, Kolkata",Electronics & Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,468213,468213
661,Round 1,"Techno International New Town, Rajarhat, New Town",Electronics & Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,698277,698277
662,Round 1,"Techno International New Town, Rajarhat, New Town",Electronics & Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,48744,86662
663,Round 1,University Of Calcutta,Electronics & Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,ST,33123,39526
664,Round 1,"Cooch Behar Government Engineering College, Cooch Behar",Civil Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Open (PwD),93471,93471
665,Round 1,"Cooch Behar Government Engineering College, Cooch Behar",Civil Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,ST,57799,69693
666,Round 1,"Cooch Behar Government Engineering College, Cooch Behar",Civil Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,OBC - A,18504,23635
667,Round 1,Swami Vivekananda University,Civil Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,909630,909630
668,Round 1,"Future Institute of Technology, Boral, Garia",Civil Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,343122,343122
669,Round 1,"Murshidabad College of Engineering & Technology, Murshidabad",Civil Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,48127,73122
670,Round 1,DEROZIO PHARMA INSTITUTE,B.Pharm/Pharmaceutical Technology (TFW),B. Pharma,WBJEE Seats,Home State,Tuition Fee Waiver,35823,36774
671,Round 1,"Asansol Engineering College, Asansol, Burdwan",Civil Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,325694,843205
672,Round 1,"Asansol Engineering College, Asansol, Burdwan",Civil Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,20606,98701
673,Round 1,"Bengal Institute of Technology & Management, Santiniketan",Civil Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,79319,87017
674,Round 1,"Dr. B. C. Roy Engineering College, Durgapur",Civil Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,359891,359891
675,Round 1,"Dr. B. C. Roy Engineering College, Durgapur",Civil Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,13105,91851
676,Round 1,"Hooghly Engineering & Technology College, Hooghly",Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,15494,93221
677,Round 1,"Heritage Institute of Technology, Kolkata",Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,SC,9880,9880
678,Round 1,"Heritage Institute of Technology, Kolkata",Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,1550,5134
679,Round 1,"Heritage Institute of Technology, Kolkata",Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,EWS,6359,11442
680,Round 1,"Hooghly Engineering & Technology College, Hooghly",Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,212358,500210
681,Round 1,"Heritage Institute of Technology, Kolkata",Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,12417,64575
682,Round 1,"Heritage Institute of Technology, Kolkata",Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,ST,53304,53304
683,Round 1,"Guru Nanak Institute of Technology, Panihati, Sodepur",Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,2097,419731
684,Round 1,Techno International Batanagar,Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,408821,1340174
685,Round 1,Techno International Batanagar,Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,20039,98655
686,Round 1,"Institute of Science and Technology, Paschim Medinipur",Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,274328,644719
687,Round 1,RASHBEHARI PHARMACEUTICAL INSTITUTE,B.Pharm/Pharmaceutical Technology,B. Pharma,WBJEE Seats,All India,Open,23962,98847
688,Round 1,TARIFA MEMORIAL INSTITUTE OF PHARMACY,B.Pharm/Pharmaceutical Technology,B. Pharma,WBJEE Seats,All India,Open,68964,99729
689,Round 1,Jadavpur University,Civil Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,936,1213
690,Round 1,"Institute of Science and Technology, Paschim Medinipur",Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,28877,94760
691,Round 1,"College of Engineering and Management, Kolaghat",Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,160621,656379
692,Round 1,"College of Engineering and Management, Kolaghat",Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,8706,98576
693,Round 1,"Meghnad Saha Institute of Technology, Kolkata",Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,119572,361628
694,Round 1,IQ CITY INSTITUTE OF PHARMACEUTICAL SCIENCES,B.Pharm/Pharmaceutical Technology,B. Pharma,WBJEE Seats,All India,Open,5284,87754
695,Round 1,IQ CITY INSTITUTE OF PHARMACEUTICAL SCIENCES,B.Pharm/Pharmaceutical Technology,B. Pharma,WBJEE Seats,Home State,EWS,90675,90675
696,Round 1,"GURU NANAK INSTITUTE OF PHARMACEUTICAL SCIENCE AND TECHNOLOGY, SODEPUR",B.Pharm/Pharmaceutical Technology,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,1868,331076
697,Round 1,"GURU NANAK INSTITUTE OF PHARMACEUTICAL SCIENCE AND TECHNOLOGY, SODEPUR",B.Pharm/Pharmaceutical Technology,B. Pharma,WBJEE Seats,All India,Open,497,15054
698,Round 1,"BENGAL COLLEGE OF PHARMACEUTICAL TECHNOLOGY, DUBRAJPUR, BIRBHUM",B.Pharm/Pharmaceutical Technology,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,1017321,1017321
699,Round 1,"BENGAL COLLEGE OF PHARMACEUTICAL TECHNOLOGY, DUBRAJPUR, BIRBHUM",B.Pharm/Pharmaceutical Technology,B. Pharma,WBJEE Seats,All India,Open,22852,99913
700,Round 1,"BENGAL COLLEGE OF PHARMACEUTICAL SCIENCE & RESEARCH, DURGAPUR",B.Pharm/Pharmaceutical Technology,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,304166,818833
701,Round 1,"BENGAL COLLEGE OF PHARMACEUTICAL SCIENCE & RESEARCH, DURGAPUR",B.Pharm/Pharmaceutical Technology,B. Pharma,WBJEE Seats,Home State,EWS,60590,98406
702,Round 1,"BENGAL COLLEGE OF PHARMACEUTICAL SCIENCE & RESEARCH, DURGAPUR",B.Pharm/Pharmaceutical Technology,B. Pharma,WBJEE Seats,All India,Open,8224,53982
703,Round 1,"Jis University, Agarpara",B.Pharm/Pharmaceutical Technology,B. Pharma,WBJEE Seats,All India,Open,633,61435
704,Round 1,"Jis University, Agarpara",B.Pharm/Pharmaceutical Technology,B. Pharma,WBJEE Seats,Home State,EWS,70478,98583
705,Round 1,"GITANJALI COLLEGE OF PHARMACY, LOHAPUR, BIRBHUM",B.Pharm/Pharmaceutical Technology,B. Pharma,WBJEE Seats,All India,Open,30491,100281
706,Round 1,"GITANJALI COLLEGE OF PHARMACY, LOHAPUR, BIRBHUM",B.Pharm/Pharmaceutical Technology,B. Pharma,WBJEE Seats,Home State,OBC - B,21338,21338
707,Round 1,"Haldia Institute of Pharmacy, Haldia",B.Pharm/Pharmaceutical Technology,B. Pharma,WBJEE Seats,All India,Open,647,28377
708,Round 1,University Of Calcutta,Electronics & Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,SC,4290,7955
709,Round 1,University Of Calcutta,Electronics & Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,EWS,3365,4436
710,Round 1,University Of Calcutta,Electronics & Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Open (PwD),18655,18655
711,Round 1,University Of Calcutta,Electronics & Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,Open,1434,2049
712,Round 1,University Of Calcutta,Electronics & Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State,OBC - A,4786,5330
713,Round 1,University Of Calcutta,Electronics & Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,587,1398
714,Round 1,"Haldia Institute of Technology, Haldia, Purba Medinipur",Electronics & Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,35676,56632
715,Round 1,"Meghnad Saha Institute of Technology, Kolkata",Electronics & Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,12240,97842
716,Round 1,"Meghnad Saha Institute of Technology, Kolkata",Electronics & Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,278389,592816
717,Round 1,"Rcc Institute of Information Technology, Kolkata",Electronics & Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India,Open,201933,1412739
718,Round 1,"Rcc Institute of Information Technology, Kolkata",Electronics & Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,15054,98370
719,Round 1,Swami Vivekananda University,Electronics & Communication Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India,Open,40176,66432
