Sr.No,Round,Institute,Program,Stream,Seat Type,Quota,Category,Opening Rank,Closing Rank
1,Round 1,Jadavpur University,Metallurgical Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,All India,Open,734,756
2,Round 1,Jadavpur University,Metallurgical Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,OBC - A,3968,5487
3,Round 1,Jadavpur University,Metallurgical Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,ST,30908,33734
4,Round 1,Jadavpur University,Metallurgical Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,SC,6371,8133
5,Round 1,University Of Calcutta,Jute & Fibre Technology (TFW),B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,8414,10352
6,Round 1,Jadavpur University,Metallurgical Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Open,1134,1586
7,Round 1,Jadavpur University,Metallurgical Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,OBC - B,2368,2428
8,Round 1,Jadavpur University,Metallurgical Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Open (PwD),82392,82392
9,Round 1,"Institute of Engineering & Management Kolkata, University of Engineering & Management Kolkata",COMPUTER SCIENCE AND INFORMATION TECHNOLOGY,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,All India,Open,3398,8140
10,Round 1,Jadavpur University,Architectural Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,OBC - A,8964,38657
11,Round 1,Jadavpur University,Architectural Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,OBC - B,9344,14373
12,Round 1,Jadavpur University,Architectural Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Open,2963,8598
13,Round 1,Jadavpur University,Architectural Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,All India,Open,2100,2648
14,Round 1,"Dr.Sudhir Chandra Sur Institute of Technology and Sports Complex, Dum Dum",Automobile Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,All India,Open,51081,88570
15,Round 1,"Mckv Institute of Engineering, Liluah, Howrah",Automobile Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,All India,Open,12839,95573
16,Round 1,"Mckv Institute of Engineering, Liluah, Howrah",Automobile Engineering,B.E/B.Tech (JEE(Main) Seats),JEE(Main) Seats,All India,Open,350929,526402
17,Round 1,"Heritage Institute of Technology, Kolkata",Biotechnology (TFW),B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,12125,12190
18,Round 1,"Haldia Institute of Technology, Haldia, Purba Medinipur",Biotechnology (TFW),B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,18094,21430
19,Round 1,"Sanaka Education Trusts Group of Institutions, Durgapur, Burdwan",Architecture,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,All India,Open,37617,87170
20,Round 1,"Sanaka Education Trusts Group of Institutions, Durgapur, Burdwan",Architecture,B. Arch (JEE(Main) Seats),JEE(Main) Seats,All India,Open,9140,10316
21,Round 1,"Om Dayal Group of Institutions, Uluberia, Howrah",Architecture,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,All India,Open,13533,92187
22,Round 1,"Om Dayal Group of Institutions, Uluberia, Howrah",Architecture,B. Arch (JEE(Main) Seats),JEE(Main) Seats,All India,Open,1327,7054
23,Round 1,"Supreme Knowledge Foundation Group of Institutions, Mankundu, Hooghly",Computer Science & Engineering (Artificial Intelligence And Machine Learning) (TFW),B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,31614,34468
24,Round 1,"Sister Nivedita University, New Town",Computer Science & Engineering (Artificial Intelligence And Machine Learning) (TFW),B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,16363,21412
25,Round 1,"Institute of Engineering & Management Kolkata, University of Engineering & Management Kolkata",Computer Science & Engineering (Artificial Intelligence And Machine Learning) (TFW),B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,4265,4265
26,Round 1,"Bharat Technology, Uluberia, Howrah",B.Pharm/Pharmaceutical Technology,B. Pharma,WBJEE Seats,All India,Open,4262,46631
27,Round 1,"Bharat Technology, Uluberia, Howrah",B.Pharm/Pharmaceutical Technology,B. Pharma,WBJEE Seats,Home State,OBC - A,53428,60178
28,Round 1,"Bharat Technology, Uluberia, Howrah",B.Pharm/Pharmaceutical Technology,B. Pharma,WBJEE Seats,Home State,SC,56438,70805
29,Round 1,"Bharat Technology, Uluberia, Howrah",B.Pharm/Pharmaceutical Technology,B. Pharma,WBJEE Seats,Home State,OBC - B,51909,58386
30,Round 1,"Bharat Technology, Uluberia, Howrah",B.Pharm/Pharmaceutical Technology,B.E/B.Tech (JEE(Main) Seats),JEE(Main) Seats,All India,Open,467416,1059193
31,Round 1,"Bharat Technology, Uluberia, Howrah",B.Pharm/Pharmaceutical Technology,B. Pharma,WBJEE Seats,Home State,ST,79847,92992
32,Round 1,"Gupta College of Technological Sciences, Asansol, Burdwan",B.Pharm/Pharmaceutical Technology,B. Pharma,WBJEE Seats,Home State,SC,44897,74683
33,Round 1,"Gupta College of Technological Sciences, Asansol, Burdwan",B.Pharm/Pharmaceutical Technology,B. Pharma,WBJEE Seats,All India,Open,7977,42768
34,Round 1,"Gupta College of Technological Sciences, Asansol, Burdwan",B.Pharm/Pharmaceutical Technology,B.E/B.Tech (JEE(Main) Seats),JEE(Main) Seats,All India,Open,395311,546977
35,Round 1,"Birbhum Pharmacy School, Hetampur, Birbhum",B.Pharm/Pharmaceutical Technology,B. Pharma,WBJEE Seats,All India,Open,22139,68903
36,Round 1,"Birbhum Pharmacy School, Hetampur, Birbhum",B.Pharm/Pharmaceutical Technology,B. Pharma,WBJEE Seats,Home State,OBC - A,70616,80948
37,Round 1,"Birbhum Pharmacy School, Hetampur, Birbhum",B.Pharm/Pharmaceutical Technology,B. Pharma,WBJEE Seats,Home State,SC,76213,89445
38,Round 1,"Birbhum Pharmacy School, Hetampur, Birbhum",B.Pharm/Pharmaceutical Technology,B. Pharma,WBJEE Seats,Home State,OBC - B,70006,76566
39,Round 1,"School of Pharmacy, Techno India University, Salt Lake",B.Pharm/Pharmaceutical Technology,B. Pharma,WBJEE Seats,All India,Open,5655,37726
40,Round 1,"Ramkrishna Mahato Government Engineering College, Purulia",Civil Engineering (TFW),B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,15957,16965
41,Round 1,"Jalpaiguri Goverment Engineering College,Jalpaiguri",Civil Engineering (TFW),B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,4744,6760
42,Round 1,Swami Vivekananda University,Civil Engineering (TFW),B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,27689,44957
43,Round 1,"Guru Nanak Institute of Pharmaceutical Science and Technology, Sodepur",B.Pharm/Pharmaceutical Technology,B. Pharma,WBJEE Seats,Home State,SC,9161,9752
44,Round 1,"Cooch Behar Government Engineering College, Cooch Behar",Civil Engineering (TFW),B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,12920,16959
45,Round 1,Jadavpur University,Civil Engineering (TFW),B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,1779,2384
46,Round 1,"Govt. College of Engineering & Textile Technology, Serampore",Textile Technology,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Open,4965,20125
47,Round 1,"Govt. College of Engineering & Textile Technology, Serampore",Textile Technology,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,OBC - A,27137,34034
48,Round 1,"Govt. College of Engineering & Textile Technology, Serampore",Textile Technology,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,OBC - B,20236,22099
49,Round 1,"Govt. College of Engineering & Textile Technology, Serampore",Textile Technology,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,SC,21560,31351
50,Round 1,"Govt. College of Engineering & Textile Technology, Serampore",Textile Technology,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,ST,72980,85337
51,Round 1,"Govt. College of Engg. & Textile Technology, Berhampore",Textile Technology,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,SC,25857,31632
52,Round 1,"Govt. College of Engg. & Textile Technology, Berhampore",Textile Technology,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,OBC - A,23833,32306
53,Round 1,"Swami Vivekananda Institute of Science & Technology, Sonarpur",Electrical & Electronics Engineering (TFW),B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,27158,32229
54,Round 1,"Academy of Technology, Adisaptagram, Hooghly",Electrical & Electronics Engineering (TFW),B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,14594,18764
55,Round 1,"St. Mary's Technical Campus Kolkata, Barasat",Electrical & Electronics Engineering (TFW),B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,31114,40092
56,Round 1,"St. Mary's Technical Campus Kolkata, Barasat",Computer Science & Engineering - TFW,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,24895,30423
57,Round 1,Swami Vivekananda University,Computer Science & Engineering - TFW,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,20705,28461
58,Round 1,"Heritage Institute of Technology, Kolkata",Computer Science & Engineering - TFW,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,2607,2876
59,Round 1,"Haldia Institute of Technology, Haldia, Purba Medinipur",Computer Science & Engineering - TFW,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,3703,5720
60,Round 1,"Meghnad Saha Institute of Technology, Kolkata",Computer Science & Engineering - TFW,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,7045,10509
61,Round 1,"Rcc Institute of Information Technology, Kolkata",Computer Science & Engineering - TFW,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,6622,9270
62,Round 1,"Hooghly Engineering & Technology College, Hooghly",Computer Science & Engineering - TFW,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,9488,14894
63,Round 1,"Sanaka Education Trusts Group of Institutions, Durgapur, Burdwan",Computer Science & Engineering - TFW,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,12722,23939
64,Round 1,"Asansol Engineering College, Asansol, Burdwan",Computer Science & Engineering - TFW,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,4352,15534
65,Round 1,"Cooch Behar Government Engineering College, Cooch Behar",Electrical Engineering (TFW),B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,6018,10684
66,Round 1,"Academy of Technology, Adisaptagram, Hooghly",Electrical Engineering (TFW),B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,9561,12764
67,Round 1,"Seacom Engineering College, Sankrail, Howrah",Electrical Engineering (TFW),B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,29721,32963
68,Round 1,"Ramkrishna Mahato Government Engineering College, Purulia",Electrical Engineering (TFW),B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,8898,9765
69,Round 1,"Techno Main Salt Lake, Sector-V, Salt Lake",Electrical Engineering (TFW),B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,8419,13583
70,Round 1,"Ghani Khan Choudhury Institute of Engineering & Technology, Malda",Electrical Engineering (TFW),B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,7904,14404
71,Round 1,"Govt. College of Engg. & Textile Technology, Berhampore",Electrical Engineering (TFW),B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,9079,9079
72,Round 1,ALIPURDUAR GOVERNMENT ENGINEERING AND MANAGEMENT COLLEGE,Electrical Engineering (TFW),B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,12994,14839
73,Round 1,"Kalyani Goverment Engineering College, Kalyani, Nadia",Electrical Engineering (TFW),B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,2755,3196
74,Round 1,"Mckv Institute of Engineering, Liluah, Howrah",Electrical Engineering (TFW),B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,24020,24554
75,Round 1,University Of Calcutta,Electrical Engineering (TFW),B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,2387,2387
76,Round 1,"Budge Budge Institute of Technology, Budge-Budge",Electrical Engineering (TFW),B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,12188,28001
77,Round 1,"Dmbh Institute Of Medical Science, Hooghly",B.Pharm/Pharmaceutical Technology,B.E/B.Tech (JEE(Main) Seats),JEE(Main) Seats,All India,Open,303667,869648
78,Round 1,"Dmbh Institute Of Medical Science, Hooghly",B.Pharm/Pharmaceutical Technology,B. Pharma,WBJEE Seats,All India,Open,17454,80105
79,Round 1,"Netaji Subhash Chandra Bose Institute of Pharmacy ,Chakdah, Nadia",B.Pharm/Pharmaceutical Technology,B. Pharma,WBJEE Seats,All India,Open,9518,58694
80,Round 1,"Netaji Subhash Chandra Bose Institute of Pharmacy ,Chakdah, Nadia",B.Pharm/Pharmaceutical Technology,B.E/B.Tech (JEE(Main) Seats),JEE(Main) Seats,All India,Open,242025,731632
81,Round 1,"Eminent College of Pharmaceutical Technology, Barasat",B.Pharm/Pharmaceutical Technology,B. Pharma,WBJEE Seats,All India,Open,18737,60435
82,Round 1,"Eminent College of Pharmaceutical Technology, Barasat",B.Pharm/Pharmaceutical Technology,B.E/B.Tech (JEE(Main) Seats),JEE(Main) Seats,All India,Open,442915,961313
83,Round 1,"Adamas University, Barasat",B.Pharm/Pharmaceutical Technology,B. Pharma,WBJEE Seats,All India,Open,3209,49424
84,Round 1,PANDAVESWAR SCHOOL OF PHARMACY,B.Pharm/Pharmaceutical Technology,B. Pharma,WBJEE Seats,All India,Open,31277,96516
85,Round 1,PANDAVESWAR SCHOOL OF PHARMACY,B.Pharm/Pharmaceutical Technology,B.E/B.Tech (JEE(Main) Seats),JEE(Main) Seats,All India,Open,706248,1070110
86,Round 1,"Bengal School of Technology, Sugandha, Hooghly",B.Pharm/Pharmaceutical Technology,B. Pharma,WBJEE Seats,Home State,SC,44741,58083
87,Round 1,"Bengal School of Technology, Sugandha, Hooghly",B.Pharm/Pharmaceutical Technology,B. Pharma,WBJEE Seats,All India,Open,3572,44213
88,Round 1,"Bengal School of Technology, Sugandha, Hooghly",B.Pharm/Pharmaceutical Technology,B. Pharma,WBJEE Seats,Home State,ST,57030,57030
89,Round 1,"Bengal School of Technology, Sugandha, Hooghly",B.Pharm/Pharmaceutical Technology,B. Pharma,WBJEE Seats,Home State,OBC - A,46458,49607
90,Round 1,"Calcutta Institute of Engineering & Management, Tollygunge, Kolkata",Civil Engineering,B.E/B.Tech (JEE(Main) Seats),JEE(Main) Seats,All India,Open,116130,470237
91,Round 1,"Calcutta Institute of Engineering & Management, Tollygunge, Kolkata",Civil Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,All India,Open,12043,83541
92,Round 1,"Dr.Sudhir Chandra Sur Institute of Technology and Sports Complex, Dum Dum",Civil Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,All India,Open,21122,21122
93,Round 1,"Modern Institute of Engineering & Technology, Bandel, Hooghly",Civil Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,All India,Open,86712,86712
94,Round 1,"Imps College of Engineering & Technology, Malda",Civil Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,All India,Open,38732,38732
95,Round 1,"Imps College of Engineering & Technology, Malda",Civil Engineering,B.E/B.Tech (JEE(Main) Seats),JEE(Main) Seats,All India,Open,145146,145146
96,Round 1,"Mallabhum Institute of Technology, Bishnupur, Bankura",Civil Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,All India,Open,51689,64598
97,Round 1,"University Institute of Technology, Burdwan (Self Financing Course)",Civil Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,SC,26748,34963
98,Round 1,"University Institute of Technology, Burdwan (Self Financing Course)",Civil Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,ST,73122,78104
99,Round 1,"University Institute of Technology, Burdwan (Self Financing Course)",Civil Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,All India,Open,11588,26221
100,Round 1,"Cooch Behar Government Engineering College, Cooch Behar",Civil Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,OBC - A,23142,25967
101,Round 1,"Cooch Behar Government Engineering College, Cooch Behar",Civil Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,OBC - B,18272,19148
102,Round 1,"Cooch Behar Government Engineering College, Cooch Behar",Civil Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Open,8118,18065
103,Round 1,"Techno Main Salt Lake, Sector-V, Salt Lake",Electronics And Instrumentation Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,All India,Open,15289,25901
104,Round 1,"Techno Main Salt Lake, Sector-V, Salt Lake",Electronics And Instrumentation Engineering,B.E/B.Tech (JEE(Main) Seats),JEE(Main) Seats,All India,Open,105448,129744
105,Round 1,"University of Kalyani, Science Instrumentation Centre",Electronics And Instrumentation Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,SC,16285,19147
106,Round 1,"University of Kalyani, Science Instrumentation Centre",Electronics And Instrumentation Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,ST,65337,67530
107,Round 1,"University of Kalyani, Science Instrumentation Centre",Electronics And Instrumentation Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,All India,Open,4593,7619
108,Round 1,"University of Kalyani, Science Instrumentation Centre",Electronics And Instrumentation Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,OBC - A,15997,20818
109,Round 1,"University of Kalyani, Science Instrumentation Centre",Electronics And Instrumentation Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,OBC - B,9129,9396
110,Round 1,"Bidhan Chandra Krishi Viswa Vidyalaya, Mohanpur, Nadia",Agricultural Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,All India,Open,4177,7931
111,Round 1,"Bidhan Chandra Krishi Viswa Vidyalaya, Mohanpur, Nadia",Agricultural Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,ST,42726,45641
112,Round 1,"Bidhan Chandra Krishi Viswa Vidyalaya, Mohanpur, Nadia",Agricultural Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,OBC - A,13516,18649
113,Round 1,"Bidhan Chandra Krishi Viswa Vidyalaya, Mohanpur, Nadia",Agricultural Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,SC,12828,16715
114,Round 1,"Bidhan Chandra Krishi Viswa Vidyalaya, Mohanpur, Nadia",Agricultural Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,OBC - B,9413,9835
115,Round 1,"Jis College of Engineering, Kalyani, Nadia",Computer Science & Engineering (Artificial Intelligence And Machine Learning) (TFW),B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,7016,19939
116,Round 1,"Jis University, Agarpara",B.Pharm/Pharmaceutical Technology,B. Pharma,WBJEE Seats,All India,Open,1114,54612
117,Round 1,"Mckv Institute of Engineering, Liluah, Howrah",Computer Science & Engineering (Artificial Intelligence And Machine Learning) (TFW),B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,13916,15394
118,Round 1,"Future Institute of Technology, Boral, Garia",Computer Science & Engineering (Artificial Intelligence And Machine Learning) (TFW),B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,13554,20443
119,Round 1,"Techno Main Salt Lake, Sector-V, Salt Lake",Computer Science & Engineering (Artificial Intelligence And Machine Learning) (TFW),B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,4800,5871
120,Round 1,"Elitte College of Engineering,Mahispota, Sodepur",Computer Science & Engineering (Artificial Intelligence And Machine Learning) (TFW),B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,31732,31732
121,Round 1,"Dr.Sudhir Chandra Sur Institute of Technology and Sports Complex, Dum Dum",Computer Science & Engineering (Artificial Intelligence And Machine Learning) (TFW),B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,21227,27416
122,Round 1,"College of Engineering and Management, Kolaghat",Computer Science & Engineering (Artificial Intelligence And Machine Learning) (TFW),B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,14987,20302
123,Round 1,Techno International Batanagar,Computer Science & Engineering (Artificial Intelligence And Machine Learning) (TFW),B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,17547,17547
124,Round 1,"Bengal College of Engineering & Technology, Durgapur",Computer Science & Engineering (Artificial Intelligence And Machine Learning) (TFW),B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,20960,20960
125,Round 1,"Narula Institute of Technology, Agarpara, Kolkata",Computer Science & Engineering (Artificial Intelligence And Machine Learning) (TFW),B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,7060,14064
126,Round 1,"Heritage Institute of Technology, Kolkata",Computer Science & Engineering (Artificial Intelligence And Machine Learning) (TFW),B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,2993,4180
127,Round 1,Jadavpur University,Architectural Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,SC,11355,20510
128,Round 1,Jadavpur University,Architectural Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,ST,41361,44131
129,Round 1,"Institute of Engineering & Management Kolkata, University of Engineering & Management Kolkata",Computer Science & Engineering (Artificial Intelligence),B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,All India,Open,2496,5609
130,Round 1,"Budge Budge Institute of Technology, Budge-Budge",Computer Science & Engineering (Artificial Intelligence),B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,SC,59015,95633
131,Round 1,"Budge Budge Institute of Technology, Budge-Budge",Computer Science & Engineering (Artificial Intelligence),B.E/B.Tech (JEE(Main) Seats),JEE(Main) Seats,All India,Open,141424,237435
132,Round 1,"Budge Budge Institute of Technology, Budge-Budge",Computer Science & Engineering (Artificial Intelligence),B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,OBC - B,53155,54161
133,Round 1,"Budge Budge Institute of Technology, Budge-Budge",Computer Science & Engineering (Artificial Intelligence),B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,OBC - A,48500,85108
134,Round 1,"Budge Budge Institute of Technology, Budge-Budge",Computer Science & Engineering (Artificial Intelligence),B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,All India,Open,9773,48175
135,Round 1,Jadavpur University,Electronics & Tele-Communication Engineering (TFW),B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,507,617
136,Round 1,"Institute of Engineering & Management Kolkata, University of Engineering & Management Kolkata",COMPUTER SCIENCE AND INFORMATION TECHNOLOGY-TFW,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,5492,7115
137,Round 1,"Bengal Institute of Technology & Management, Santiniketan",Computer Science & Engineering - TFW,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,21590,26859
138,Round 1,"Dr. B. C. Roy Engineering College, Durgapur",Computer Science & Engineering - TFW,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,4747,11582
139,Round 1,Jadavpur University,Computer Science & Engineering - TFW,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,38,252
140,Round 1,"Narula Institute of Technology, Agarpara, Kolkata",Computer Science & Engineering - TFW,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,4115,10261
141,Round 1,"University of Kalyani, Science Instrumentation Centre",Computer Science & Engineering - TFW,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,3685,3685
142,Round 1,"Academy of Technology, Adisaptagram, Hooghly",Computer Science & Engineering - TFW,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,5128,6885
143,Round 1,"Seacom Engineering College, Sankrail, Howrah",Computer Science & Engineering - TFW,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,27667,30625
144,Round 1,"Bengal Institute of Technology, Dhapa, Kolkata",Computer Science & Engineering - TFW,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,10950,21117
145,Round 1,"Future Institute of Engineering & Management, Sonarpur",Computer Science & Engineering - TFW,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,10536,13143
146,Round 1,"Guru Nanak Institute of Technology, Panihati, Sodepur",Computer Science & Engineering - TFW,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,10407,15247
147,Round 1,"Gargi Memorial Institute of Technology, Baruipur, Kolkata",Computer Science & Engineering - TFW,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,19737,28869
