Sr.No,Round,Institute,Program,Stream,Seat Type,Quota,Category,Opening Rank,Closing Rank
899,Round 1,University Of Calcutta,Polymer Science & Technology (TFW),B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,3435,3435
900,Round 1,"Meghnad Saha Institute of Technology, Kolkata",Computer Science And Business System (TFW),B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,12596,13229
901,Round 1,"Heritage Institute of Technology, Kolkata",Computer Science And Business System (TFW),B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,5819,6019
902,Round 1,"Narula Institute of Technology, Agarpara, Kolkata",Computer Science And Business System (TFW),B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,15781,16587
903,Round 1,"Netaji Subhas Engineering College, Garia, Kolkata",Computer Science And Business System (TFW),B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,9039,10103
904,Round 1,Jadavpur University,Civil Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,ST,19705,26171
905,Round 1,Jadavpur University,Civil Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,OBC - B,1934,2558
906,Round 1,"Haldia Institute of Technology, Haldia, Purba Medinipur",Civil Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,All India,Open,9694,55136
907,Round 1,"Meghnad Saha Institute of Technology, Kolkata",Civil Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,All India,Open,35564,95563
908,Round 1,"Meghnad Saha Institute of Technology, Kolkata",Civil Engineering,B.E/B.Tech (JEE(Main) Seats),JEE(Main) Seats,All India,Open,256193,661916
909,Round 1,"St. Mary's Technical Campus Kolkata, Barasat",Civil Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,All India,Open,85604,85604
910,Round 1,Swami Vivekananda University,Civil Engineering,B.E/B.Tech (JEE(Main) Seats),JEE(Main) Seats,All India,Open,262952,262952
911,Round 1,"Heritage Institute of Technology, Kolkata",Civil Engineering,B.E/B.Tech (JEE(Main) Seats),JEE(Main) Seats,All India,Open,76242,133061
912,Round 1,"Heritage Institute of Technology, Kolkata",Civil Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,SC,34874,34874
913,Round 1,"Heritage Institute of Technology, Kolkata",Civil Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,ST,68514,68514
914,Round 1,"Heritage Institute of Technology, Kolkata",Civil Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,All India,Open,5251,30595
915,Round 1,"Hooghly Engineering & Technology College, Hooghly",Civil Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,All India,Open,11606,89407
916,Round 1,"Hooghly Engineering & Technology College, Hooghly",Civil Engineering,B.E/B.Tech (JEE(Main) Seats),JEE(Main) Seats,All India,Open,251793,789693
917,Round 1,"Bengal College of Engineering & Technology, Durgapur",Electronics & Communication Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,All India,Open,8422,95152
918,Round 1,"Budge Budge Institute of Technology, Budge-Budge",Electronics & Communication Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,All India,Open,35030,76276
919,Round 1,"Budge Budge Institute of Technology, Budge-Budge",Electronics & Communication Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,OBC - B,85890,87770
920,Round 1,"Budge Budge Institute of Technology, Budge-Budge",Electronics & Communication Engineering,B.E/B.Tech (JEE(Main) Seats),JEE(Main) Seats,All India,Open,99916,577170
921,Round 1,"Calcutta Institute of Technology, Uluberia, Howrah",Electronics & Communication Engineering,B.E/B.Tech (JEE(Main) Seats),JEE(Main) Seats,All India,Open,143709,406159
922,Round 1,"Calcutta Institute of Technology, Uluberia, Howrah",Electronics & Communication Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,All India,Open,41371,89101
923,Round 1,"Greater Kolkata College of Engineering & Management, Baruipur",Electronics & Communication Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,All India,Open,81567,81567
924,Round 1,"Greater Kolkata College of Engineering & Management, Baruipur",Electronics & Communication Engineering,B.E/B.Tech (JEE(Main) Seats),JEE(Main) Seats,All India,Open,776649,776649
925,Round 1,"B.P. Poddar Institute of Management & Technology, Kolkata",Electronics & Communication Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,All India,Open,16166,35622
926,Round 1,"B.P. Poddar Institute of Management & Technology, Kolkata",Electronics & Communication Engineering,B.E/B.Tech (JEE(Main) Seats),JEE(Main) Seats,All India,Open,140901,182503
927,Round 1,"College of Engineering and Management, Kolaghat",Electronics & Communication Engineering,B.E/B.Tech (JEE(Main) Seats),JEE(Main) Seats,All India,Open,132088,498534
928,Round 1,"College of Engineering and Management, Kolaghat",Electronics & Communication Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,All India,Open,26629,95062
929,Round 1,"Jalpaiguri Goverment Engineering College,Jalpaiguri",Information Technology,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,SC,6629,8499
930,Round 1,"Jalpaiguri Goverment Engineering College,Jalpaiguri",Information Technology,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Open (PwD),58973,74895
931,Round 1,"Jalpaiguri Goverment Engineering College,Jalpaiguri",Information Technology,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Open,2061,2686
932,Round 1,"Bengal College of Engineering & Technology, Durgapur",Information Technology,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,All India,Open,14644,78070
933,Round 1,"Bengal College of Engineering & Technology, Durgapur",Information Technology,B.E/B.Tech (JEE(Main) Seats),JEE(Main) Seats,All India,Open,167287,334054
934,Round 1,"Budge Budge Institute of Technology, Budge-Budge",Information Technology,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,SC,58328,91136
935,Round 1,"Budge Budge Institute of Technology, Budge-Budge",Information Technology,B.E/B.Tech (JEE(Main) Seats),JEE(Main) Seats,All India,Open,249091,319665
936,Round 1,"Budge Budge Institute of Technology, Budge-Budge",Information Technology,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,OBC - B,65530,72184
937,Round 1,"Budge Budge Institute of Technology, Budge-Budge",Information Technology,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,All India,Open,21687,52634
938,Round 1,"Haldia Institute of Technology, Haldia, Purba Medinipur",Information Technology,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,All India,Open,3360,12185
939,Round 1,"Haldia Institute of Technology, Haldia, Purba Medinipur",Information Technology,B.E/B.Tech (JEE(Main) Seats),JEE(Main) Seats,All India,Open,21948,31715
940,Round 1,"Meghnad Saha Institute of Technology, Kolkata",Information Technology,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,All India,Open,14775,26994
941,Round 1,"Asansol Engineering College, Asansol, Burdwan",Information Technology,B.E/B.Tech (JEE(Main) Seats),JEE(Main) Seats,All India,Open,131416,204170
942,Round 1,Jadavpur University,Mechanical Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,SC,3556,5066
943,Round 1,"Techno International New Town, Rajarhat, New Town",Computer Science And Business System (TFW),B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,17284,17950
944,Round 1,"Sister Nivedita University, New Town",Computer Science And Business System (TFW),B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,30855,31685
945,Round 1,"Asansol Engineering College, Asansol, Burdwan",Computer Science And Business System (TFW),B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,21128,21695
946,Round 1,"Institute of Engineering & Management Kolkata, University of Engineering & Management Kolkata",Computer Science And Business System (TFW),B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,6188,6188
947,Round 1,"Supreme Knowledge Foundation Group of Institutions, Mankundu, Hooghly",Computer Science And Business System (TFW),B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,20573,37063
948,Round 1,"Gargi Memorial Institute of Technology, Baruipur, Kolkata",Computer Science And Business System (TFW),B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,29935,35157
949,Round 1,"Techno Main Salt Lake, Sector-V, Salt Lake",Computer Science And Business System (TFW),B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,7207,8437
950,Round 1,"Academy of Technology, Adisaptagram, Hooghly",Computer Science And Business System (TFW),B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,10348,10751
951,Round 1,Jadavpur University,Instrumentation & Electronics,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,All India,Open,292,322
952,Round 1,Jadavpur University,Instrumentation & Electronics,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,OBC - A,1375,2206
953,Round 1,Jadavpur University,Instrumentation & Electronics,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,SC (PwD),89817,89817
954,Round 1,Jadavpur University,Instrumentation & Electronics,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,OBC - B,800,955
955,Round 1,"Birbhum Institute of Engineering & Technology, Suri, Birbhum",Mechanical Engineering,B.E/B.Tech (JEE(Main) Seats),JEE(Main) Seats,All India,Open,708043,708043
956,Round 1,"Heritage Institute of Technology, Kolkata",Mechanical Engineering,B.E/B.Tech (JEE(Main) Seats),JEE(Main) Seats,All India,Open,63629,95275
957,Round 1,"Heritage Institute of Technology, Kolkata",Mechanical Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,All India,Open,6291,22413
958,Round 1,"Heritage Institute of Technology, Kolkata",Mechanical Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,SC,22756,22756
959,Round 1,"Heritage Institute of Technology, Kolkata",Mechanical Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,ST,58393,58393
960,Round 1,"Hooghly Engineering & Technology College, Hooghly",Mechanical Engineering,B.E/B.Tech (JEE(Main) Seats),JEE(Main) Seats,All India,Open,508629,988537
961,Round 1,"Calcutta Institute of Technology, Uluberia, Howrah",Mechanical Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,All India,Open,37263,73917
962,Round 1,"Haldia Institute of Technology, Haldia, Purba Medinipur",Mechanical Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,SC,47180,88484
963,Round 1,"Haldia Institute of Technology, Haldia, Purba Medinipur",Mechanical Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,All India,Open,19200,46562
964,Round 1,"Haldia Institute of Technology, Haldia, Purba Medinipur",Mechanical Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,OBC - A,62793,62793
965,Round 1,"Haldia Institute of Technology, Haldia, Purba Medinipur",Mechanical Engineering,B.E/B.Tech (JEE(Main) Seats),JEE(Main) Seats,All India,Open,36213,194989
966,Round 1,"Haldia Institute of Technology, Haldia, Purba Medinipur",Mechanical Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,ST,87317,87317
967,Round 1,Jadavpur University,Mechanical Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,OBC - B (PwD),48254,48254
968,Round 1,Techno International Batanagar,Computer Science & Engineering - TFW,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,9882,23005
969,Round 1,"Sister Nivedita University, New Town",Computer Science & Engineering - TFW,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,13055,19642
970,Round 1,"Govt. College of Engineering & Textile Technology, Serampore",Computer Science & Engineering - TFW,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,3525,3988
971,Round 1,"Global Institute of Management and Technology, Krishnanagar, Nadia",Computer Science & Engineering - TFW,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,17580,27642
972,Round 1,"Institute of Engineering & Management Kolkata, University of Engineering & Management Kolkata",Computer Science & Engineering - TFW,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,1685,2555
973,Round 1,"Govt. College of Engg. & Textile Technology, Berhampore",Computer Science & Engineering - TFW,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,5825,5954
974,Round 1,"Jis College of Engineering, Kalyani, Nadia",Computer Science & Engineering - TFW,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,8158,16506
975,Round 1,"Om Dayal Group of Institutions, Uluberia, Howrah",Computer Science & Engineering - TFW,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,21503,24764
976,Round 1,"Supreme Knowledge Foundation Group of Institutions, Mankundu, Hooghly",Computer Science & Engineering - TFW,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,17469,31538
977,Round 1,ALIPURDUAR GOVERNMENT ENGINEERING AND MANAGEMENT COLLEGE,Computer Science & Engineering - TFW,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,7712,7712
978,Round 1,"Abacus Institute of Engineering & Management, Mogra, Hooghly",Computer Science & Engineering - TFW,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,16215,18977
979,Round 1,"Narula Institute of Technology, Agarpara, Kolkata",Civil Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,All India,Open,43152,89951
980,Round 1,"Narula Institute of Technology, Agarpara, Kolkata",Civil Engineering,B.E/B.Tech (JEE(Main) Seats),JEE(Main) Seats,All India,Open,207689,1103161
981,Round 1,Swami Vivekananda University,Civil Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,All India,Open,66617,88267
982,Round 1,"Sanaka Education Trusts Group of Institutions, Durgapur, Burdwan",Civil Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,All India,Open,39049,39049
983,Round 1,"M.R. Collge of Pharmaceitical Science and Research, Bira, Ashoknagar",B.Pharm/Pharmaceutical Technology (TFW),B. Pharma,WBJEE Seats,Home State,Tuition Fee Waiver,14308,20957
984,Round 1,"Calcutta Institute of Pharmaceutical Tech. & Allied Health Sciences, Uluberia",B.Pharm/Pharmaceutical Technology (TFW),B. Pharma,WBJEE Seats,Home State,Tuition Fee Waiver,6562,11333
985,Round 1,"Sanaka Education Trusts Group of Institutions, Durgapur, Burdwan",B.Pharm/Pharmaceutical Technology (TFW),B. Pharma,WBJEE Seats,Home State,Tuition Fee Waiver,16209,22412
986,Round 1,"Institute of Pharmacy, Jalpaiguri",B.Pharm/Pharmaceutical Technology (TFW),B. Pharma,WBJEE Seats,Home State,Tuition Fee Waiver,1089,1906
987,Round 1,"Anand College of Education, Debra, Paschim Medinipur",B.Pharm/Pharmaceutical Technology (TFW),B. Pharma,WBJEE Seats,Home State,Tuition Fee Waiver,13034,21829
988,Round 1,"Nshm Knowledge Campus, Kolkata Group of Institutions, Kolkata",B.Pharm/Pharmaceutical Technology (TFW),B. Pharma,WBJEE Seats,Home State,Tuition Fee Waiver,4264,6698
989,Round 1,Jadavpur University,B.Pharm/Pharmaceutical Technology (TFW),B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,1535,3074
990,Round 1,"Gitanjali College of Pharmacy, Lohapur, Birbhum",B.Pharm/Pharmaceutical Technology (TFW),B. Pharma,WBJEE Seats,Home State,Tuition Fee Waiver,16671,25765
991,Round 1,"Haldia Institute of Pharmacy, Haldia",B.Pharm/Pharmaceutical Technology (TFW),B. Pharma,WBJEE Seats,Home State,Tuition Fee Waiver,5786,15715
992,Round 1,"Institute of Science and Technology, Paschim Medinipur",Electronics & Communication Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,All India,Open,37053,63736
993,Round 1,"Institute of Science and Technology, Paschim Medinipur",Electronics & Communication Engineering,B.E/B.Tech (JEE(Main) Seats),JEE(Main) Seats,All India,Open,397837,771812
994,Round 1,Techno International Batanagar,Electronics & Communication Engineering,B.E/B.Tech (JEE(Main) Seats),JEE(Main) Seats,All India,Open,339244,1026932
995,Round 1,Techno International Batanagar,Electronics & Communication Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,All India,Open,68304,88714
996,Round 1,"Aliah University, New Town",Electronics & Communication Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Open,6596,9787
997,Round 1,"Global Institute of Management and Technology, Krishnanagar, Nadia",Electronics & Communication Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,All India,Open,86430,86430
998,Round 1,"Jis College of Engineering, Kalyani, Nadia",Electronics & Communication Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,SC,76149,91499
999,Round 1,"Jis College of Engineering, Kalyani, Nadia",Electronics & Communication Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,All India,Open,29130,74697
1000,Round 1,"Jis College of Engineering, Kalyani, Nadia",Electronics & Communication Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,OBC - B,79957,91762
1001,Round 1,"Jis College of Engineering, Kalyani, Nadia",Electronics & Communication Engineering,B.E/B.Tech (JEE(Main) Seats),JEE(Main) Seats,All India,Open,267381,386984
1002,Round 1,"Supreme Knowledge Foundation Group of Institutions, Mankundu, Hooghly",Electronics & Communication Engineering,B.E/B.Tech (JEE(Main) Seats),JEE(Main) Seats,All India,Open,452639,902957
1003,Round 1,"Supreme Knowledge Foundation Group of Institutions, Mankundu, Hooghly",Electronics & Communication Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,All India,Open,42471,95085
1004,Round 1,"Asansol Engineering College, Asansol, Burdwan",Information Technology,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,All India,Open,9792,47853
1005,Round 1,"Bengal Institute of Technology & Management, Santiniketan",Information Technology,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,All India,Open,40534,84583
1006,Round 1,"Bengal Institute of Technology & Management, Santiniketan",Information Technology,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,SC,95294,95294
1007,Round 1,"Bengal Institute of Technology & Management, Santiniketan",Information Technology,B.E/B.Tech (JEE(Main) Seats),JEE(Main) Seats,All India,Open,335347,354991
1008,Round 1,"Dr. B. C. Roy Engineering College, Durgapur",Information Technology,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,All India,Open,15201,32567
1009,Round 1,"Dr. B. C. Roy Engineering College, Durgapur",Information Technology,B.E/B.Tech (JEE(Main) Seats),JEE(Main) Seats,All India,Open,133158,158879
1010,Round 1,Jadavpur University,Information Technology,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Open,127,278
1011,Round 1,Jadavpur University,Information Technology,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,ST,6729,10706
1012,Round 1,Jadavpur University,Information Technology,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,All India,Open,91,124
1013,Round 1,Jadavpur University,Information Technology,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,OBC - A,685,1068
1014,Round 1,Jadavpur University,Information Technology,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,OBC - B,407,646
1015,Round 1,Jadavpur University,Information Technology,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,SC (PwD),53006,53006
1016,Round 1,Jadavpur University,Information Technology,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Open (PwD),4489,5448
1017,Round 1,Jadavpur University,Mechanical Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,ST,14964,19507
1018,Round 1,Jadavpur University,Mechanical Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Open (PwD),25098,37843
1019,Round 1,Jadavpur University,Mechanical Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Open,541,785
1020,Round 1,Jadavpur University,Mechanical Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,OBC - B,1248,1605
1021,Round 1,Jadavpur University,Mechanical Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,OBC - A (PwD),74189,74189
1022,Round 1,"Meghnad Saha Institute of Technology, Kolkata",Mechanical Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,All India,Open,49676,95708
1023,Round 1,"Meghnad Saha Institute of Technology, Kolkata",Mechanical Engineering,B.E/B.Tech (JEE(Main) Seats),JEE(Main) Seats,All India,Open,451945,567652
1024,Round 1,Swami Vivekananda University,Mechanical Engineering,B.E/B.Tech (JEE(Main) Seats),JEE(Main) Seats,All India,Open,631169,631169
1025,Round 1,"Hooghly Engineering & Technology College, Hooghly",Mechanical Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,All India,Open,56539,60443
1026,Round 1,"Narula Institute of Technology, Agarpara, Kolkata",Mechanical Engineering,B.E/B.Tech (JEE(Main) Seats),JEE(Main) Seats,All India,Open,229148,451075
1027,Round 1,Jadavpur University,Mechanical Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,OBC - A,2468,3154
1028,Round 1,"Narula Institute of Technology, Agarpara, Kolkata",Mechanical Engineering,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,All India,Open,30227,90567
1029,Round 1,"Bankura Unnayani Institute of Engineering, Bankura",Computer Science & Engineering - TFW,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,10317,17902
1030,Round 1,"Kalyani Goverment Engineering College, Kalyani, Nadia",Computer Science & Engineering - TFW,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,603,904
1031,Round 1,"Mckv Institute of Engineering, Liluah, Howrah",Computer Science & Engineering - TFW,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,10042,11436
1032,Round 1,"St. Thomas College of Engineering & Technology, Khidirpur, Kolkata",Computer Science & Engineering - TFW,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,5576,8699
1033,Round 1,"Maulana Abul Kalam Azad University of Technology, West Bengal",Computer Science & Engineering - TFW,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,2939,3484
1034,Round 1,University Of Calcutta,Computer Science & Engineering - TFW,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,793,793
1035,Round 1,"Jalpaiguri Goverment Engineering College,Jalpaiguri",Computer Science & Engineering - TFW,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,1106,1297
1036,Round 1,"Bengal College of Engineering & Technology, Durgapur",Computer Science & Engineering - TFW,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,6125,23875
1037,Round 1,"Budge Budge Institute of Technology, Budge-Budge",Computer Science & Engineering - TFW,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,16895,22855
1038,Round 1,"Calcutta Institute of Technology, Uluberia, Howrah",Computer Science & Engineering - TFW,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,14044,21566
1039,Round 1,"Greater Kolkata College of Engineering & Management, Baruipur",Computer Science & Engineering - TFW,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,22749,31147
1040,Round 1,"Jis College of Engineering, Kalyani, Nadia",Biomedical Engineering (TFW),B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Tuition Fee Waiver,28272,28272
1041,Round 1,Jadavpur University,Instrumentation & Electronics,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Open (PwD),46393,46393
1042,Round 1,Jadavpur University,Instrumentation & Electronics,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,ST,12546,21588
1043,Round 1,Jadavpur University,Instrumentation & Electronics,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,SC,2400,3453
1044,Round 1,Jadavpur University,Instrumentation & Electronics,B.E/B.Tech/B.Arch (WBJEE) Seats),WBJEE Seats,Home State,Open,327,553
1045,Round 1,"BCDA COLLEGE OF PHARMACY & TECHNOLOGY, CAMPUS-2",B.Pharm/Pharmaceutical Technology (TFW),B. Pharma,WBJEE Seats,Home State,Tuition Fee Waiver,10923,15273
1046,Round 1,"Dr. B. C. Roy College of Pharmacy and Allied Health Sciences, Durgapur",B.Pharm/Pharmaceutical Technology (TFW),B. Pharma,WBJEE Seats,Home State,Tuition Fee Waiver,6557,7388
1047,Round 1,"Bengal College of Pharmaceutical Science & Research, Durgapur",B.Pharm/Pharmaceutical Technology (TFW),B. Pharma,WBJEE Seats,Home State,Tuition Fee Waiver,9342,16627
1048,Round 1,JAKIR HOSSAIN INSTITUTE OF PHARMACY,B.Pharm/Pharmaceutical Technology (TFW),B. Pharma,WBJEE Seats,Home State,Tuition Fee Waiver,18465,25413
1049,Round 1,"P.G. Institute of Medical Sciences, Chandrakona",B.Pharm/Pharmaceutical Technology (TFW),B. Pharma,WBJEE Seats,Home State,Tuition Fee Waiver,13189,16562
1050,Round 1,"Bharat Technology, Uluberia, Howrah",B.Pharm/Pharmaceutical Technology (TFW),B. Pharma,WBJEE Seats,Home State,Tuition Fee Waiver,4358,13375
1051,Round 1,"Guru Nanak Institute of Pharmaceutical Science and Technology, Sodepur",B.Pharm/Pharmaceutical Technology (TFW),B. Pharma,WBJEE Seats,Home State,Tuition Fee Waiver,555,4147
1052,Round 1,"Bcda College of Pharmacy & Technology, Hridaypur, Madhyamgram",B.Pharm/Pharmaceutical Technology (TFW),B. Pharma,WBJEE Seats,Home State,Tuition Fee Waiver,5670,8541
1053,Round 1,"Bengal School of Technology, Sugandha, Hooghly",B.Pharm/Pharmaceutical Technology (TFW),B. Pharma,WBJEE Seats,Home State,Tuition Fee Waiver,9655,11861
