Sr.No,Round,Institute,Program,Stream,Quota,Category,Opening Rank,Closing Rank
1848,Round 2,Jadavpur University,Production Engineering,B.E/B. Tech,Home State,SC,3242,6572
1849,Round 2,"University of Kalyani, Science Instrumentation Centre",Electronics & Communication Engineering,B.E/B. Tech,Home State,ST,40635,66263
1850,Round 2,"Asansol Engineering College, Asansol, Burdwan",Computer Science & Business System,B.E/B. Tech,All India,Open,29691,76858
1851,Round 2,"Bengal College of Engineering & Technology, Durgapur",Electronics & Communication Engineering,B.E/B. Tech,All India,Open,68524,77230
1852,Round 2,"Budge Budge Institute of Technology, Budge-Budge",Electronics & Communication Engineering,B.E/B. Tech,All India,Open,14098,79881
1853,Round 2,"Rcc Institute of Information Technology, Kolkata",Electronics & Communication Engineering,B.E/B. Tech,All India,Open,12522,44697
1854,Round 2,"Jalpaiguri Goverment Engineering College,Jalpaiguri",Electronics & Communication Engineering,B.E/B. Tech,Home State,Open,1966,3297
1855,Round 2,"Haldia Institute of Technology, Haldia, Purba Medinipur",Electronics & Communication Engineering,B.E/B. Tech,All India,Open,2814,31408
1856,Round 2,"Meghnad Saha Institute of Technology, Kolkata",Computer Science & Business System,B.E/B. Tech,All India,Open,30490,77969
1857,Round 2,"Jalpaiguri Goverment Engineering College,Jalpaiguri",Electronics & Communication Engineering,B.E/B. Tech,Home State,ST,22279,47515
1858,Round 2,"Calcutta Institute of Technology, Uluberia, Howrah",Electronics & Communication Engineering,B.E/B. Tech,All India,Open,14020,78266
1859,Round 2,"University of Kalyani, Science Instrumentation Centre",Electronics And Instrumentation Engineering,B.E/B. Tech,All India,Open,1096,7596
1860,Round 2,"Asansol Engineering College, Asansol, Burdwan",Computer Science & Engineering (Internet Of Things And Cyber Security Including Block Chain Technology) (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,28826,30504
1861,Round 2,Jadavpur University,Construction Engineering,B.E/B. Tech,Home State,OBC - A,5810,9250
1864,Round 2,"Bidhan Chandra Krishi Viswa Vidyalaya, Mohanpur, Nadia",Agricultural Engineering,B.E/B. Tech,Home State,OBC - A,13002,19087
1865,Round 2,"Bidhan Chandra Krishi Viswa Vidyalaya, Mohanpur, Nadia",Agricultural Engineering,B.E/B. Tech,Home State,SC,10457,17113
1866,Round 2,"Bidhan Chandra Krishi Viswa Vidyalaya, Mohanpur, Nadia",Agricultural Engineering,B.E/B. Tech,All India,Open,3418,8660
1867,Round 2,"Bidhan Chandra Krishi Viswa Vidyalaya, Mohanpur, Nadia",Agricultural Engineering,B.E/B. Tech,Home State,OBC - B,9005,11456
1868,Round 2,"Bidhan Chandra Krishi Viswa Vidyalaya, Mohanpur, Nadia",Agricultural Engineering,B.E/B. Tech,Home State,ST,32961,41636
1869,Round 2,"Bidhan Chandra Krishi Viswa Vidyalaya, Mohanpur, Nadia",Agricultural Engineering,B.E/B. Tech,Home State,Open (PwD),55312,55312
1870,Round 2,"Narula Institute of Technology, Agarpara, Kolkata",Electronics And Instrumentation Engineering,B.E/B. Tech,All India,Open,48725,61241
1871,Round 2,"Jalpaiguri Goverment Engineering College,Jalpaiguri",Electrical Engineering,B.E/B. Tech,Home State,Open,2740,4236
1872,Round 2,"Jalpaiguri Goverment Engineering College,Jalpaiguri",Electrical Engineering,B.E/B. Tech,Home State,OBC - A,9640,15118
1873,Round 2,"Greater Kolkata College of Engineering & Management, Baruipur",Electrical Engineering,B.E/B. Tech,All India,Open,54598,55200
1874,Round 2,"Meghnad Saha Institute of Technology, Kolkata",Electrical Engineering,B.E/B. Tech,All India,Open,31407,71959
1875,Round 2,Jadavpur University,Electrical Engineering,B.E/B. Tech,Home State,OBC - B,586,1032
1876,Round 2,Jadavpur University,Electrical Engineering,B.E/B. Tech,Home State,OBC - B (PwD),28605,28605
1877,Round 2,Jadavpur University,Electrical Engineering,B.E/B. Tech,Home State,Open,202,447
1878,Round 2,"Asansol Engineering College, Asansol, Burdwan",Electrical Engineering,B.E/B. Tech,All India,Open,51801,74256
1879,Round 2,"Dr. B. C. Roy Engineering College, Durgapur",Electrical Engineering,B.E/B. Tech,All India,Open,38238,77370
1880,Round 2,Jadavpur University,Electrical Engineering,B.E/B. Tech,Home State,SC,1670,2941
1881,Round 2,Jadavpur University,Electrical Engineering,B.E/B. Tech,Home State,Open (PwD),4209,7792
1882,Round 2,Jadavpur University,Electrical Engineering,B.E/B. Tech,Home State,OBC - A,2102,3306
1883,Round 2,Jadavpur University,Electrical Engineering,B.E/B. Tech,Home State,ST,7005,13813
1884,Round 2,"Supreme Knowledge Foundation Group of Institutions, Mankundu, Hooghly",Computer Science & Engineering - TFW,B.E/B. Tech,Home State,Tuition Fee Waiver,17177,20326
1885,Round 2,"Govt. College of Engg. & Textile Technology, Berhampore",Textile Technology (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,8009,19697
1886,Round 2,"Govt. College of Engg. & Textile Technology, Berhampore",Computer Science & Engineering - TFW,B.E/B. Tech,Home State,Tuition Fee Waiver,3634,3975
1887,Round 2,"Jis College of Engineering, Kalyani, Nadia",Computer Science & Engineering - TFW,B.E/B. Tech,Home State,Tuition Fee Waiver,7713,20039
1888,Round 2,"Jis College of Engineering, Kalyani, Nadia",Biomedical Engineering (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,34151,34151
1889,Round 2,"Om Dayal Group of Institutions, Uluberia, Howrah",Computer Science & Engineering - TFW,B.E/B. Tech,Home State,Tuition Fee Waiver,29291,34327
1890,Round 2,"Jalpaiguri Goverment Engineering College,Jalpaiguri",Computer Science & Engineering - TFW,B.E/B. Tech,Home State,Tuition Fee Waiver,1203,1553
1891,Round 2,"Meghnad Saha Institute of Technology, Kolkata",Computer Science & Engineering (Data Science) (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,13569,13569
1892,Round 2,"Haldia Institute of Technology, Haldia, Purba Medinipur",Computer Science & Engineering (Data Science) (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,12143,14287
1893,Round 2,"Bengal College of Engineering & Technology, Durgapur",Computer Science & Engineering - TFW,B.E/B. Tech,Home State,Tuition Fee Waiver,15792,24981
1894,Round 2,"Rcc Institute of Information Technology, Kolkata",Computer Science & Engineering - TFW,B.E/B. Tech,Home State,Tuition Fee Waiver,4917,9460
1895,Round 2,"Budge Budge Institute of Technology, Budge-Budge",Computer Science & Engineering - TFW,B.E/B. Tech,Home State,Tuition Fee Waiver,11374,29087
1896,Round 2,"Meghnad Saha Institute of Technology, Kolkata",Electronics & Communication Engineering,B.E/B. Tech,All India,Open,15617,54140
1897,Round 2,"Jalpaiguri Goverment Engineering College,Jalpaiguri",Electronics & Communication Engineering,B.E/B. Tech,Home State,OBC - A,9519,11984
1898,Round 2,"Jalpaiguri Goverment Engineering College,Jalpaiguri",Electronics & Communication Engineering,B.E/B. Tech,Home State,OBC - B,3696,4123
1899,Round 2,"Rcc Institute of Information Technology, Kolkata",Electronics & Communication Engineering,B.E/B. Tech,Home State,SC,48420,77398
1900,Round 2,"Jalpaiguri Goverment Engineering College,Jalpaiguri",Electronics & Communication Engineering,B.E/B. Tech,Home State,SC,8327,10286
1901,Round 2,Jadavpur University,Production Engineering,B.E/B. Tech,Home State,ST,14578,22740
1904,Round 2,"Academy of Technology, Adisaptagram, Hooghly",Computer Science & Business System,B.E/B. Tech,All India,Open,12147,29779
1905,Round 2,"Swami Vivekananda Institute of Science & Technology, Sonarpur",Electronics & Communication Engineering,B.E/B. Tech,All India,Open,36683,64447
1906,Round 2,"Academy of Technology, Adisaptagram, Hooghly",Electronics & Communication Engineering,B.E/B. Tech,All India,Open,1724,36764
1907,Round 2,"Hooghly Engineering & Technology College, Hooghly",Electronics & Communication Engineering,B.E/B. Tech,All India,Open,15077,75825
1908,Round 2,"Guru Nanak Institute of Technology, Panihati, Sodepur",Electronics & Communication Engineering,B.E/B. Tech,All India,Open,33048,78644
1909,Round 2,University Of Calcutta,Optics & Optoelectronics,B.E/B. Tech,Home State,OBC - A,11274,11274
1910,Round 2,University Of Calcutta,Polymer Science & Technology,B.E/B. Tech,All India,Open,2835,4571
1911,Round 2,University Of Calcutta,Polymer Science & Technology,B.E/B. Tech,Home State,OBC - A,20857,20857
1912,Round 2,University Of Calcutta,Jute & Fibre Technology,B.E/B. Tech,Home State,OBC - B,12797,13752
1913,Round 2,University Of Calcutta,Optics & Optoelectronics,B.E/B. Tech,Home State,SC,8027,13583
1914,Round 2,University Of Calcutta,Jute & Fibre Technology,B.E/B. Tech,Home State,OBC - A,18432,28834
1915,Round 2,University Of Calcutta,Polymer Science & Technology,B.E/B. Tech,Home State,ST,71755,71755
1916,Round 2,University Of Calcutta,Jute & Fibre Technology,B.E/B. Tech,All India,Open,3293,12157
1917,Round 2,"Haldia Institute of Technology, Haldia, Purba Medinipur",Computer Science & Engineering - TFW,B.E/B. Tech,Home State,Tuition Fee Waiver,3914,6784
1918,Round 2,"Haldia Institute of Technology, Haldia, Purba Medinipur",Applied Electronics And Instrumentation Engineering (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,11286,22129
1919,Round 2,"Haldia Institute of Technology, Haldia, Purba Medinipur",Food Technology,B.E/B. Tech,All India,Open,16551,72212
1920,Round 2,"Calcutta Institute of Technology, Uluberia, Howrah",Computer Science & Engineering - TFW,B.E/B. Tech,Home State,Tuition Fee Waiver,8033,23376
1921,Round 2,"Meghnad Saha Institute of Technology, Kolkata",Computer Science & Engineering - TFW,B.E/B. Tech,Home State,Tuition Fee Waiver,8316,12048
1922,Round 2,"Ghani Khan Choudhury Institute of Engineering & Technology, Malda",Food Technology,B.E/B. Tech,Home State,OBC - A,31075,35522
1923,Round 2,"Govt. College of Engineering & Textile Technology, Serampore",Textile Technology (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,9780,11396
1925,Round 2,"Seacom Skills University, Bolpur",Computer Science & Engineering - TFW,B.E/B. Tech,Home State,Tuition Fee Waiver,30941,39464
1926,Round 2,"Ghani Khan Choudhury Institute of Engineering & Technology, Malda",Food Technology,B.E/B. Tech,Home State,SC,24303,29692
1927,Round 2,"Govt. College of Engineering & Textile Technology, Serampore",Computer Science & Engineering - TFW,B.E/B. Tech,Home State,Tuition Fee Waiver,3500,3927
1929,Round 2,Jadavpur University,Electrical Engineering,B.E/B. Tech,All India,Open,83,187
1931,Round 2,"Ghani Khan Choudhury Institute of Engineering & Technology, Malda",Electrical Engineering,B.E/B. Tech,Home State,OBC - A,20911,30714
1932,Round 2,"Ghani Khan Choudhury Institute of Engineering & Technology, Malda",Electrical Engineering,B.E/B. Tech,Home State,SC,16790,23187
1934,Round 2,"Ghani Khan Choudhury Institute of Engineering & Technology, Malda",Electrical Engineering,B.E/B. Tech,All India,Open,8513,14668
1935,Round 2,"Ghani Khan Choudhury Institute of Engineering & Technology, Malda",Electrical Engineering,B.E/B. Tech,Home State,OBC - B,16168,16455
1936,Round 2,"Academy of Technology, Adisaptagram, Hooghly",Electrical Engineering,B.E/B. Tech,All India,Open,26536,65184
1938,Round 2,"Heritage Institute of Technology, Kolkata",Electrical Engineering,B.E/B. Tech,Home State,ST,37963,37963
1939,Round 2,"Heritage Institute of Technology, Kolkata",Electrical Engineering,B.E/B. Tech,Home State,SC,28035,28035
1940,Round 2,"Heritage Institute of Technology, Kolkata",Electrical Engineering,B.E/B. Tech,All India,Open,7026,26128
1941,Round 2,"Guru Nanak Institute of Technology, Panihati, Sodepur",Electrical Engineering,B.E/B. Tech,All India,Open,19767,65123
1942,Round 2,"Narula Institute of Technology, Agarpara, Kolkata",Electronics & Communication Engineering,B.E/B. Tech,All India,Open,2168,79218
1943,Round 2,"Heritage Institute of Technology, Kolkata",Electronics & Communication Engineering,B.E/B. Tech,Home State,ST,64602,64602
1944,Round 2,"Heritage Institute of Technology, Kolkata",Computer Science & Business System,B.E/B. Tech,All India,Open,5051,12362
1945,Round 2,"Kaji Nazrul University, Asansol",Mining Engineering,B.E/B. Tech,Home State,ST,68449,68449
1946,Round 2,"Narula Institute of Technology, Agarpara, Kolkata",Computer Science & Business System,B.E/B. Tech,All India,Open,1646,66476
1947,Round 2,"Heritage Institute of Technology, Kolkata",Electronics & Communication Engineering,B.E/B. Tech,Home State,SC,14553,14553
1948,Round 2,"Bengal Institute of Technology, Dhapa, Kolkata",Electronics & Communication Engineering,B.E/B. Tech,All India,Open,40950,66239
1949,Round 2,"Heritage Institute of Technology, Kolkata",Electronics & Communication Engineering,B.E/B. Tech,All India,Open,2079,13626
1950,Round 2,"Heritage Institute of Technology, Kolkata",Computer Science & Business System,B.E/B. Tech,Home State,SC,13896,13896
1952,Round 2,"Mallabhum Institute of Technology, Bishnupur, Bankura",Electronics & Communication Engineering,B.E/B. Tech,All India,Open,49616,77847
1953,Round 2,"University Institute of Technology, Burdwan (Self Financing Course)",Electronics & Communication Engineering,B.E/B. Tech,All India,Open,8454,20267
1954,Round 2,Jadavpur University,Mechanical Engineering,B.E/B. Tech,Home State,Open,430,737
1955,Round 2,"University Institute of Technology, Burdwan (Self Financing Course)",Electronics & Communication Engineering,B.E/B. Tech,Home State,SC,20829,28689
1957,Round 2,"Techno Engineering Collge Banipur, 24 Parganas-North",Computer Science & Engineering (Artificial Intelligence And Machine Learning),B.E/B. Tech,All India,Open,67433,67433
1958,Round 2,"University Institute of Technology, Burdwan (Self Financing Course)",Civil Engineering (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,16801,27469
1959,Round 2,"Cooch Behar Government Engineering College, Cooch Behar",Civil Engineering (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,11306,14022
1960,Round 2,"Future Institute of Technology, Boral, Garia",Computer Science & Engineering (Artificial Intelligence And Machine Learning),B.E/B. Tech,All India,Open,29623,62169
1961,Round 2,"Mckv Institute of Engineering, Liluah, Howrah",Computer Science & Engineering (Artificial Intelligence And Machine Learning),B.E/B. Tech,All India,Open,17297,55694
1962,Round 2,University Of Calcutta,Optics & Optoelectronics (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,4272,4272
1963,Round 2,"Kaji Nazrul University, Asansol",Mining Engineering,B.E/B. Tech,Home State,OBC - A,39540,55439
1964,Round 2,"Govt. College of Engineering & Textile Technology, Serampore",Information Technology (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,5352,7367
1965,Round 2,"Kaji Nazrul University, Asansol",Mining Engineering,B.E/B. Tech,Home State,OBC - B,25915,28520
1966,Round 2,"Kaji Nazrul University, Asansol",Mining Engineering,B.E/B. Tech,All India,Open,2238,21802
1968,Round 2,"Seacom Engineering College, Sankrail, Howrah",Electrical Engineering (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,45068,52013
1969,Round 2,"Academy of Technology, Adisaptagram, Hooghly",Electrical Engineering (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,15157,25161
1970,Round 2,"Bengal Institute of Technology, Dhapa, Kolkata",Information Technology (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,22091,29354
1971,Round 2,"Guru Nanak Institute of Technology, Panihati, Sodepur",Electrical Engineering (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,44638,44638
1972,Round 2,"Goverment College of Engineering and Leather Technology, Kolkata",Information Technology (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,4706,4806
1973,Round 2,"Heritage Institute of Technology, Kolkata",Electrical Engineering (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,8015,15603
1974,Round 2,West Bengal University of Animal & Fishery Sciences,Dairy Technology,B.E/B. Tech,Home State,OBC - B,14841,15891
1975,Round 2,West Bengal University of Animal & Fishery Sciences,Dairy Technology,B.E/B. Tech,Home State,Open,4361,12879
1976,Round 2,West Bengal University of Animal & Fishery Sciences,Dairy Technology,B.E/B. Tech,Home State,ST,64770,79733
1977,Round 2,West Bengal University of Animal & Fishery Sciences,Dairy Technology,B.E/B. Tech,Home State,OBC - A,19186,23477
1978,Round 2,Jadavpur University,Production Engineering (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,1109,1342
1982,Round 2,"Swami Vivekananda Institute of Science & Technology, Sonarpur",Electrical & Electronics Engineering,B.E/B. Tech,All India,Open,34021,34021
1983,Round 2,"Academy of Technology, Adisaptagram, Hooghly",Computer Science & Business System (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,10040,11805
1984,Round 2,"Academy of Technology, Adisaptagram, Hooghly",Electrical & Electronics Engineering,B.E/B. Tech,All India,Open,12322,69924
1985,Round 2,"Heritage Institute of Technology, Kolkata",Computer Science & Business System (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,6616,7307
1986,Round 2,"Govt. College of Engg. & Textile Technology, Berhampore",Mechanical Engineering,B.E/B. Tech,Home State,OBC - A,20388,28128
1987,Round 2,"Govt. College of Engg. & Textile Technology, Berhampore",Computer Science & Engineering,B.E/B. Tech,Home State,SC,10703,14160
1988,Round 2,"Jis College of Engineering, Kalyani, Nadia",Computer Science & Engineering,B.E/B. Tech,Home State,SC,33821,36354
1989,Round 2,"Om Dayal Group of Institutions, Uluberia, Howrah",Mechanical Engineering,B.E/B. Tech,All India,Open,49708,49708
1990,Round 2,"Govt. College of Engg. & Textile Technology, Berhampore",Computer Science & Engineering,B.E/B. Tech,Home State,Open,2137,7084
1991,Round 2,"Govt. College of Engg. & Textile Technology, Berhampore",Computer Science & Engineering,B.E/B. Tech,Home State,Open (PwD),24258,24258
1992,Round 2,"Supreme Knowledge Foundation Group of Institutions, Mankundu, Hooghly",Computer Science & Engineering,B.E/B. Tech,All India,Open,23979,79246
1993,Round 2,"Govt. College of Engg. & Textile Technology, Berhampore",Mechanical Engineering,B.E/B. Tech,Home State,Open,9272,17250
1994,Round 2,"Govt. College of Engg. & Textile Technology, Berhampore",Computer Science & Engineering,B.E/B. Tech,Home State,ST,16162,40839
1995,Round 2,"Govt. College of Engg. & Textile Technology, Berhampore",Computer Science & Engineering,B.E/B. Tech,Home State,OBC - B,7865,8126
1996,Round 2,"Om Dayal Group of Institutions, Uluberia, Howrah",Computer Science & Engineering,B.E/B. Tech,All India,Open,31021,69985
1997,Round 2,"Govt. College of Engg. & Textile Technology, Berhampore",Mechanical Engineering,B.E/B. Tech,Home State,OBC - B,17617,17617
1998,Round 2,"Jis College of Engineering, Kalyani, Nadia",Computer Science & Engineering,B.E/B. Tech,Home State,OBC - A,38805,38805
1999,Round 2,"Adamas University, Barasat",Electronics & Communication Engineering,B.E/B. Tech,All India,Open,42929,67444
2000,Round 2,"Pailan College of Management & Technology, Pailan Park",Electronics & Communication Engineering,B.E/B. Tech,All India,Open,78515,78515
2001,Round 2,"Cooch Behar Government Engineering College, Cooch Behar",Electronics & Communication Engineering,B.E/B. Tech,Home State,OBC - B,11085,11778
2002,Round 2,"Murshidabad College of Engineering & Technology, Murshidabad",Electronics & Communication Engineering,B.E/B. Tech,All India,Open,75418,75418
2003,Round 2,"Cooch Behar Government Engineering College, Cooch Behar",Electronics & Communication Engineering,B.E/B. Tech,Home State,ST,59328,68563
2004,Round 2,"Cooch Behar Government Engineering College, Cooch Behar",Electronics & Communication Engineering,B.E/B. Tech,Home State,SC,13399,18361
2005,Round 2,"Cooch Behar Government Engineering College, Cooch Behar",Electronics & Communication Engineering,B.E/B. Tech,Home State,Open,5237,10940
2006,Round 2,"Future Institute of Technology, Boral, Garia",Electronics & Communication Engineering,B.E/B. Tech,All India,Open,45549,63593
2007,Round 2,"Cooch Behar Government Engineering College, Cooch Behar",Electronics & Communication Engineering,B.E/B. Tech,Home State,OBC - A,18859,22191
2008,Round 2,"Kalyani Goverment Engineering College, Kalyani, Nadia",Electronics & Communication Engineering,B.E/B. Tech,Home State,OBC - A,7496,8911
2009,Round 2,"Mckv Institute of Engineering, Liluah, Howrah",Electronics & Communication Engineering,B.E/B. Tech,All India,Open,32609,63509
2010,Round 2,University Of Calcutta,Electronics & Communication Engineering,B.E/B. Tech,Home State,OBC - A,5809,5809
2011,Round 2,University Of Calcutta,Polymer Science & Technology (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,6098,6098
2012,Round 2,"Heritage Institute of Technology, Kolkata",Computer Science & Engineering (Internet Of Things And Cyber Security Including Block Chain Technology) (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,5091,6727
2013,Round 2,University Of Calcutta,Electronics & Communication Engineering,B.E/B. Tech,Home State,ST,27733,27733
2014,Round 2,"Kalyani Goverment Engineering College, Kalyani, Nadia",Electronics & Communication Engineering,B.E/B. Tech,Home State,Open (PwD),24269,48522
2015,Round 2,University Of Calcutta,Electronics & Communication Engineering,B.E/B. Tech,Home State,SC,4660,6421
2016,Round 2,University Of Calcutta,Electronics & Communication Engineering,B.E/B. Tech,Home State,OBC - B,1783,1783
2017,Round 2,"Kalyani Goverment Engineering College, Kalyani, Nadia",Electronics & Communication Engineering,B.E/B. Tech,Home State,ST,28302,37048
2018,Round 2,University Of Calcutta,Electronics & Communication Engineering,B.E/B. Tech,All India,Open,788,1227
2019,Round 2,"Kalyani Goverment Engineering College, Kalyani, Nadia",Electronics & Communication Engineering,B.E/B. Tech,Home State,OBC - B,2353,3145
2020,Round 2,"Kalyani Goverment Engineering College, Kalyani, Nadia",Electronics & Communication Engineering,B.E/B. Tech,Home State,Open,1050,2080
2021,Round 2,"St. Thomas College of Engineering & Technology, Khidirpur, Kolkata",Electronics & Communication Engineering,B.E/B. Tech,All India,Open,12032,35294
2022,Round 2,"Kalyani Goverment Engineering College, Kalyani, Nadia",Electronics & Communication Engineering,B.E/B. Tech,Home State,SC,2499,8204
2023,Round 2,"St. Thomas College of Engineering & Technology, Khidirpur, Kolkata",Artificial Intelligence And Machine Learning (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,12694,18116
2024,Round 2,University Of Calcutta,Electronics & Communication Engineering,B.E/B. Tech,Home State,Open (PwD),28953,28953
2025,Round 2,Jadavpur University,Mechanical Engineering,B.E/B. Tech,Home State,OBC - A (PwD),72265,72265
2026,Round 2,Jadavpur University,Computer Science & Engineering,B.E/B. Tech,Home State,OBC - A,184,519
2027,Round 2,"University of Kalyani, Science Instrumentation Centre",Computer Science & Engineering,B.E/B. Tech,All India,Open,652,3814
2028,Round 2,Jadavpur University,Computer Science & Engineering,B.E/B. Tech,Home State,ST,2270,4600
2029,Round 2,"Asansol Engineering College, Asansol, Burdwan",Computer Science & Engineering,B.E/B. Tech,All India,Open,1161,32293
2030,Round 2,Jadavpur University,Computer Science & Engineering,B.E/B. Tech,Home State,OBC - B,100,259
2031,Round 2,"University of Kalyani, Science Instrumentation Centre",Computer Science & Engineering,B.E/B. Tech,Home State,OBC - B,5084,5146
2032,Round 2,Jadavpur University,Mechanical Engineering,B.E/B. Tech,Home State,OBC - A,1781,5012
2033,Round 2,"University of Kalyani, Science Instrumentation Centre",Computer Science & Engineering,B.E/B. Tech,Home State,OBC - A,4323,7854
2034,Round 2,Jadavpur University,Mechanical Engineering,B.E/B. Tech,Home State,SC,2396,4581
2035,Round 2,Jadavpur University,Mechanical Engineering,B.E/B. Tech,Home State,ST,10606,16843
2036,Round 2,"University of Kalyani, Science Instrumentation Centre",Computer Science & Engineering,B.E/B. Tech,Home State,SC,5143,10572
2037,Round 2,"Narula Institute of Technology, Agarpara, Kolkata",Computer Science & Business System (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,20445,24197
2038,Round 2,"Heritage Institute of Technology, Kolkata",Applied Electronics And Instrumentation Engineering,B.E/B. Tech,All India,Open,8294,30019
2039,Round 2,"Heritage Institute of Technology, Kolkata",Applied Electronics And Instrumentation Engineering,B.E/B. Tech,Home State,SC,31521,31521
2040,Round 2,"University Institute of Technology, Burdwan (Self Financing Course)",Applied Electronics And Instrumentation Engineering,B.E/B. Tech,All India,Open,12896,35374
2041,Round 2,"University Institute of Technology, Burdwan (Self Financing Course)",Applied Electronics And Instrumentation Engineering,B.E/B. Tech,Home State,SC,35865,44445
2042,Round 2,University Of Calcutta,Instrumentation Engineering (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,1881,1881
2043,Round 2,"Ghani Khan Choudhury Institute of Engineering & Technology, Malda",Food Technology,B.E/B. Tech,Home State,OBC - B,24413,26159
2044,Round 2,"Ghani Khan Choudhury Institute of Engineering & Technology, Malda",Food Technology,B.E/B. Tech,All India,Open,7331,24133
2045,Round 2,University Of Calcutta,Computer Science & Engineering,B.E/B. Tech,All India,Open,399,725
2046,Round 2,"Hooghly Engineering & Technology College, Hooghly",Computer Science & Engineering - TFW,B.E/B. Tech,Home State,Tuition Fee Waiver,11848,18957
2047,Round 2,"Guru Nanak Institute of Technology, Panihati, Sodepur",Electronics And Computer Science (ESC) - TFW,B.E/B. Tech,Home State,Tuition Fee Waiver,31169,31169
2048,Round 2,"Bengal Institute of Technology, Dhapa, Kolkata",Computer Science & Engineering - TFW,B.E/B. Tech,Home State,Tuition Fee Waiver,10591,21329
2050,Round 2,"Goverment College of Engineering and Leather Technology, Kolkata",Computer Science & Engineering - TFW,B.E/B. Tech,Home State,Tuition Fee Waiver,2059,3721
2051,Round 2,"Goverment College of Engineering and Leather Technology, Kolkata",Leather Technology,B.E/B. Tech,Home State,OBC - B,20813,23563
2052,Round 2,"Heritage Institute of Technology, Kolkata",Applied Electronics And Instrumentation Engineering (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,12110,15221
2053,Round 2,"Narula Institute of Technology, Agarpara, Kolkata",Computer Science & Engineering - TFW,B.E/B. Tech,Home State,Tuition Fee Waiver,8545,13230
2054,Round 2,"Sanaka Education Trusts Group of Institutions, Durgapur, Burdwan",Computer Science & Engineering - TFW,B.E/B. Tech,Home State,Tuition Fee Waiver,26174,37106
2055,Round 2,"Heritage Institute of Technology, Kolkata",Computer Science & Engineering - TFW,B.E/B. Tech,Home State,Tuition Fee Waiver,1894,2972
2056,Round 2,Jadavpur University,Computer Science & Engineering,B.E/B. Tech,All India,Open,6,10
2057,Round 2,Jadavpur University,Mechanical Engineering,B.E/B. Tech,All India,Open,134,416
2058,Round 2,"Techno Main Salt Lake, Sector-V, Salt Lake",Electronics And Instrumentation Engineering (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,21135,26502
2059,Round 2,"Techno India University, Salt Lake",Mechanical Engineering,B.E/B. Tech,All India,Open,27716,76402
2060,Round 2,"Dumkal Institute of Engineering & Technology, Dumkal, Murshidabad",Computer Science & Engineering,B.E/B. Tech,All India,Open,7414,63016
2061,Round 2,"Techno India University, Salt Lake",Computer Science & Engineering,B.E/B. Tech,All India,Open,4612,14413
2062,Round 2,"Dream Institute of Technology, Bishnupur, 24-Parganas-South",Computer Science & Engineering,B.E/B. Tech,All India,Open,22686,76698
2063,Round 2,"Techno Main Salt Lake, Sector-V, Salt Lake",Computer Science & Engineering (Cyber Security),B.E/B. Tech,All India,Open,6492,15614
2064,Round 2,"Techno Main Salt Lake, Sector-V, Salt Lake",Mechanical Engineering,B.E/B. Tech,All India,Open,31557,76599
2065,Round 2,"Gargi Memorial Institute of Technology, Baruipur, Kolkata",Computer Science & Engineering,B.E/B. Tech,All India,Open,18453,79163
2066,Round 2,"Techno Main Salt Lake, Sector-V, Salt Lake",Computer Science & Engineering,B.E/B. Tech,All India,Open,1516,6342
2067,Round 2,"Regent Education and Research Foundation, Barasat, Kolkata",Computer Science & Engineering,B.E/B. Tech,All India,Open,58580,71710
2068,Round 2,"Netaji Subhas Engineering College, Garia, Kolkata",Computer Science & Engineering,B.E/B. Tech,All India,Open,4994,12100
2069,Round 2,"Heritage Institute of Technology, Kolkata",Information Technology (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,2961,3124
2070,Round 2,"Narula Institute of Technology, Agarpara, Kolkata",Information Technology (TFW),B.E/B. Tech,Home State,Tuition Fee Waiver,11425,17274
