Sr.No,Round,Institute,Program,Stream,Quota,Category,Opening Rank,Closing Rank
1,Round 1,"Kalyani Goverment Engineering College, Kalyani, Nadia",Information Technology,B.E/B. Tech,Home State,OBC - A,4219.0,5754
2,Round 1,"Goverment College of Engineering and Leather Technology, Kolkata",Information Technology,B.E/B. Tech,Home State,OBC - A,7497.0,10864
3,Round 1,"Jalpaiguri Goverment Engineering College,Jalpaiguri",Information Technology,B.E/B. Tech,Home State,OBC - A,6865.0,7411
4,Round 1,"Govt. College of Engineering & Textile Technology, Serampore",Information Technology,B.E/B. Tech,Home State,OBC - A,11522.0,11933
5,Round 1,"Camellia Institute of Technology, Badu Road, Madhyamgram",Information Technology,B.E/B. Tech,Home State,OBC - A,51314.0,51314
6,Round 1,"Bengal Institute of Technology & Management, Santiniketan",Information Technology,B.E/B. Tech,Home State,OBC - A,42254.0,61280
7,Round 1,"Budge Budge Institute of Technology, Budge-Budge",Information Technology,B.E/B. Tech,Home State,OBC - A,42583.0,62153
8,Round 1,"Guru Nanak Institute of Technology, Panihati, Sodepur",Information Technology,B.E/B. Tech,Home State,OBC - A,32645.0,32645
9,Round 1,"Jis College of Engineering, Kalyani, Nadia",Information Technology,B.E/B. Tech,Home State,OBC - A,33184.0,33184
10,Round 1,Jadavpur University,Information Technology,B.E/B. Tech,Home State,OBC - A,759.0,1207
11,Round 1,"Narula Institute of Technology, Agarpara, Kolkata",Information Technology,B.E/B. Tech,Home State,OBC - A,26294.0,26294
12,Round 1,"Maulana Abul Kalam Azad University of Technology, West Bengal",Information Technology,B.E/B. Tech,Home State,OBC - A,8194.0,10437
13,Round 1,"University of Kalyani, Science Instrumentation Centre",Information Technology,B.E/B. Tech,Home State,OBC - A,5659.0,7586
14,Round 1,University Of Calcutta,Information Technology,B.E/B. Tech,Home State,OBC - A,3193.0,3366
15,Round 1,"Abacus Institute of Engineering & Management, Mogra, Hooghly",Mechanical Engineering,B.E/B. Tech,Home State,OBC - A,57381.0,57381
16,Round 1,"Ghani Khan Choudhury Institute of Engineering & Technology, Malda",Mechanical Engineering,B.E/B. Tech,Home State,OBC - A,11077.0,16654
17,Round 1,"Kalyani Goverment Engineering College, Kalyani, Nadia",Mechanical Engineering,B.E/B. Tech,Home State,OBC - A,5581.0,6935
18,Round 1,"Ramkrishna Mahato Government Engineering College, Purulia",Mechanical Engineering,B.E/B. Tech,Home State,OBC - A,14489.0,18317
19,Round 1,"Govt. College of Engg. & Textile Technology, Berhampore",Mechanical Engineering,B.E/B. Tech,Home State,OBC - A,12678.0,14476
20,Round 1,"Cooch Behar Government Engineering College, Cooch Behar",Mechanical Engineering,B.E/B. Tech,Home State,OBC - A,15747.0,16010
21,Round 1,"Jalpaiguri Goverment Engineering College,Jalpaiguri",Mechanical Engineering,B.E/B. Tech,Home State,OBC - A,7233.0,11892
22,Round 1,Jadavpur University,Mechanical Engineering,B.E/B. Tech,Home State,OBC - A,2683.0,4416
23,Round 1,Jadavpur University,Chemical Engineering,B.E/B. Tech,Home State,OBC - A,3341.0,4747
24,Round 1,University Of Calcutta,Chemical Engineering,B.E/B. Tech,Home State,OBC - A,5506.0,5506
25,Round 1,Jadavpur University,COMPUTER SCIENCE & ENGINEERING,B.E/B. Tech,Home State,OBC - A,170.0,734
26,Round 1,"Calcutta Institute of Technology, Uluberia, Howrah",Chemical Engineering,B.E/B. Tech,Home State,OBC - A,32737.0,61599
27,Round 1,University Of Calcutta,COMPUTER SCIENCE & ENGINEERING,B.E/B. Tech,Home State,OBC - A,2197.0,2197
28,Round 1,"Maulana Abul Kalam Azad University of Technology, West Bengal",COMPUTER SCIENCE & ENGINEERING,B.E/B. Tech,Home State,OBC - A,5767.0,7935
29,Round 1,"Institute of Science and Technology, Paschim Medinipur",COMPUTER SCIENCE & ENGINEERING,B.E/B. Tech,Home State,OBC - A,33693.0,33693
30,Round 1,"Jld Engineering and Management College, Baruipur",COMPUTER SCIENCE & ENGINEERING,B.E/B. Tech,Home State,OBC - A,59436.0,59436
31,Round 1,"Narula Institute of Technology, Agarpara, Kolkata",COMPUTER SCIENCE & ENGINEERING,B.E/B. Tech,Home State,OBC - A,17027.0,17027
32,Round 1,"Jis College of Engineering, Kalyani, Nadia",COMPUTER SCIENCE & ENGINEERING,B.E/B. Tech,Home State,OBC - A,29147.0,29147
33,Round 1,"Imps College of Engineering & Technology, Malda",COMPUTER SCIENCE & ENGINEERING,B.E/B. Tech,Home State,OBC - A,46764.0,46764
34,Round 1,"Ideal Institute of Engineering, Kalyani",COMPUTER SCIENCE & ENGINEERING,B.E/B. Tech,Home State,OBC - A,26869.0,62487
35,Round 1,"Pailan College of Management & Technology, Pailan Park",COMPUTER SCIENCE & ENGINEERING,B.E/B. Tech,Home State,OBC - A,53760.0,53760
36,Round 1,"Murshidabad College of Engineering & Technology, Murshidabad",COMPUTER SCIENCE & ENGINEERING,B.E/B. Tech,Home State,OBC - A,36282.0,54345
37,Round 1,"Seacom Engineering College, Sankrail, Howrah",COMPUTER SCIENCE & ENGINEERING,B.E/B. Tech,Home State,OBC - A,58377.0,58377
38,Round 1,"Guru Nanak Institute of Technology, Panihati, Sodepur",COMPUTER SCIENCE & ENGINEERING,B.E/B. Tech,Home State,OBC - A,26177.0,26177
39,Round 1,"Dr.Sudhir Chandra Sur Institute of Technology and Sports Complex, Dum Dum",COMPUTER SCIENCE & ENGINEERING,B.E/B. Tech,Home State,OBC - A,55505.0,55505
40,Round 1,"Durgapur Institute of Advanced Technology & Management, Durgapur",COMPUTER SCIENCE & ENGINEERING,B.E/B. Tech,Home State,OBC - A,33731.0,53933
41,Round 1,"Dumkal Institute of Engineering & Technology, Dumkal, Murshidabad",COMPUTER SCIENCE & ENGINEERING,B.E/B. Tech,Home State,OBC - A,58182.0,58182
42,Round 1,"Global Institute of Management and Technology, Krishnanagar, Nadia",COMPUTER SCIENCE & ENGINEERING,B.E/B. Tech,Home State,OBC - A,63870.0,63870
43,Round 1,"Gargi Memorial Institute of Technology, Baruipur, Kolkata",COMPUTER SCIENCE & ENGINEERING,B.E/B. Tech,Home State,OBC - A,45977.0,45977
44,Round 1,"Calcutta Institute of Technology, Uluberia, Howrah",COMPUTER SCIENCE & ENGINEERING,B.E/B. Tech,Home State,OBC - A,18645.0,41403
45,Round 1,"Camellia Institute of Technology & Management, Bainchi, Hooghly",COMPUTER SCIENCE & ENGINEERING,B.E/B. Tech,Home State,OBC - A,50805.0,55691
46,Round 1,"Camellia Institute of Technology, Badu Road, Madhyamgram",COMPUTER SCIENCE & ENGINEERING,B.E/B. Tech,Home State,OBC - A,52986.0,52986
47,Round 1,"Camellia School of Engineering & Technology, Barasat",COMPUTER SCIENCE & ENGINEERING,B.E/B. Tech,Home State,OBC - A,46853.0,62254
48,Round 1,"Birbhum Institute of Engineering & Technology, Suri, Birbhum",COMPUTER SCIENCE & ENGINEERING,B.E/B. Tech,Home State,OBC - A,37211.0,62445
49,Round 1,"Budge Budge Institute of Technology, Budge-Budge",COMPUTER SCIENCE & ENGINEERING,B.E/B. Tech,Home State,OBC - A,34183.0,64028
50,Round 1,"Bengal Institute of Technology & Management, Santiniketan",COMPUTER SCIENCE & ENGINEERING,B.E/B. Tech,Home State,OBC - A,30199.0,43802
51,Round 1,"Abacus Institute of Engineering & Management, Mogra, Hooghly",COMPUTER SCIENCE & ENGINEERING,B.E/B. Tech,Home State,OBC - A,21007.0,21007
52,Round 1,"Govt. College of Engineering & Ceramic Technology, Kolkata",COMPUTER SCIENCE & ENGINEERING,B.E/B. Tech,Home State,OBC - A,3900.0,6992
53,Round 1,"Kalyani Goverment Engineering College, Kalyani, Nadia",COMPUTER SCIENCE & ENGINEERING,B.E/B. Tech,Home State,OBC - A,2330.0,3365
54,Round 1,"Ramkrishna Mahato Government Engineering College, Purulia",COMPUTER SCIENCE & ENGINEERING,B.E/B. Tech,Home State,OBC - A,5329.0,11302
55,Round 1,"Govt. College of Engg. & Textile Technology, Berhampore",COMPUTER SCIENCE & ENGINEERING,B.E/B. Tech,Home State,OBC - A,6761.0,10970
56,Round 1,"Goverment College of Engineering and Leather Technology, Kolkata",COMPUTER SCIENCE & ENGINEERING,B.E/B. Tech,Home State,OBC - A,7977.0,8920
57,Round 1,"Cooch Behar Government Engineering College, Cooch Behar",COMPUTER SCIENCE & ENGINEERING,B.E/B. Tech,Home State,OBC - A,5691.0,10396
58,Round 1,"Jalpaiguri Goverment Engineering College,Jalpaiguri",COMPUTER SCIENCE & ENGINEERING,B.E/B. Tech,Home State,OBC - A,5023.0,6318
59,Round 1,"Govt. College of Engineering & Textile Technology, Serampore",COMPUTER SCIENCE & ENGINEERING,B.E/B. Tech,Home State,OBC - A,4764.0,9290
60,Round 1,Swami Vivekananda University,COMPUTER SCIENCE & ENGINEERING,B.E/B. Tech,Home State,OBC - A,34937.0,46581
61,Round 1,Jadavpur University,Production Engineering,B.E/B. Tech,Home State,OBC - A,5178.0,6612
62,Round 1,"Jis College of Engineering, Kalyani, Nadia",Biomedical Engineering,B.E/B. Tech,Home State,OBC - A,21012.0,21012
63,Round 1,"Kaji Nazrul University, Asansol",Mining Engineering,B.E/B. Tech,Home State,OBC - A,16775.0,20001
64,Round 1,West Bengal University of Animal & Fishery Sciences,Dairy Technology,B.E/B. Tech,Home State,OBC - A,7486.0,11055
65,Round 1,"Kaji Nazrul University, Asansol",Metallurgical And Materials Engineering,B.E/B. Tech,Home State,OBC - A,17734.0,20230
66,Round 1,Jadavpur University,Metallurgical And Materials Engineering,B.E/B. Tech,Home State,OBC - A,6304.0,7047
67,Round 1,"Govt. College of Engg. & Textile Technology, Berhampore",Textile Technology,B.E/B. Tech,Home State,OBC - A,11210.0,18171
68,Round 1,"Govt. College of Engineering & Textile Technology, Serampore",Textile Technology,B.E/B. Tech,Home State,OBC - A,12620.0,17108
69,Round 1,"Goverment College of Engineering and Leather Technology, Kolkata",Leather Technology,B.E/B. Tech,Home State,OBC - A,11409.0,16930
70,Round 1,"Ghani Khan Choudhury Institute of Engineering & Technology, Malda",Food Technology,B.E/B. Tech,Home State,OBC - A,14154.0,19708
71,Round 1,"Guru Nanak Institute of Technology, Panihati, Sodepur",Food Technology,B.E/B. Tech,Home State,OBC - A,39766.0,39766
72,Round 1,"Hemnalini Memorial College of Engineering, Haringhata",Food Technology,B.E/B. Tech,Home State,OBC - A,43380.0,47050
73,Round 1,"Bidhan Chandra Krishi Viswa Vidyalaya, Mohanpur, Nadia",Agricultural Engineering,B.E/B. Tech,Home State,OBC - A,3469.0,7188
74,Round 1,"Jis College of Engineering, Kalyani, Nadia",Agricultural Engineering,B.E/B. Tech,Home State,OBC - A,32505.0,32505
75,Round 1,Uttar Banga Krishi Viswa Vidyalaya,Agricultural Engineering,B.E/B. Tech,Home State,OBC - A,7533.0,11383
76,Round 1,Swami Vivekananda University,Agricultural Engineering,B.E/B. Tech,Home State,OBC - A,36662.0,50885
77,Round 1,"Govt. College of Engineering & Textile Technology, Serampore",Apparel & Production Management,B.E/B. Tech,Home State,OBC - A,18585.0,19788
78,Round 1,"University of Kalyani, Science Instrumentation Centre",Applied Electronics & Instrumentation Engineering/ Electronics & Instrumentation Engineering,B.E/B. Tech,Home State,OBC - A,10278.0,11318
79,Round 1,"Narula Institute of Technology, Agarpara, Kolkata",Applied Electronics & Instrumentation Engineering/ Electronics & Instrumentation Engineering,B.E/B. Tech,Home State,OBC - A,57031.0,57031
80,Round 1,"Bengal School of Technology, Sugandha, Hooghly",B.Pharm/Pharmaceutical Technology,B. Pharma,Home State,OBC - A,18148.0,18963
81,Round 1,"Bharat Technology, Uluberia, Howrah",B.Pharm/Pharmaceutical Technology,B. Pharma,Home State,OBC - A,19810.0,23070
82,Round 1,"Institute of Pharmacy, Jalpaiguri",B.Pharm/Pharmaceutical Technology,B. Pharma,Home State,OBC - A,2672.0,3122
83,Round 1,"P.G. Institute of Medical Sciences, Chandrakona",B.Pharm/Pharmaceutical Technology,B. Pharma,Home State,OBC - A,23345.0,27736
84,Round 1,"Birbhum Pharmacy School, Hetampur, Birbhum",B.Pharm/Pharmaceutical Technology,B. Pharma,Home State,OBC - A,24614.0,26608
85,Round 1,"Global College of Pharmaceutical Technology, Krishnanagar",B.Pharm/Pharmaceutical Technology,B. Pharma,Home State,OBC - A,25001.0,28656
86,Round 1,Jadavpur University,B.Pharm/Pharmaceutical Technology,B.E/B. Tech,Home State,OBC - A,2567.0,3331
87,Round 1,"Sanaka Education Trusts Group of Institutions, Durgapur, Burdwan",B.Pharm/Pharmaceutical Technology,B. Pharma,Home State,OBC - A,22158.0,24228
88,Round 1,"Nshm Knowledge Campus, Kolkata Group of Institutions, Kolkata",B.Pharm/Pharmaceutical Technology,B. Pharma,Home State,OBC - A,7799.0,11497
89,Round 1,"Anand College of Education, Debra, Paschim Medinipur",B.Pharm/Pharmaceutical Technology,B. Pharma,Home State,OBC - A,27785.0,31703
90,Round 1,"Bengal College of Pharmaceutical Technology, Dubrajpur, Birbhum",B.Pharm/Pharmaceutical Technology,B. Pharma,Home State,OBC - A,26499.0,31199
91,Round 1,"Haldia Institute of Pharmacy, Haldia",B.Pharm/Pharmaceutical Technology,B. Pharma,Home State,OBC - A,18958.0,18958
92,Round 1,"Govt. College of Engineering & Ceramic Technology, Kolkata",Ceramic Enginering And Technology,B.E/B. Tech,Home State,OBC - A,10109.0,13411
93,Round 1,Jadavpur University,Construction Engineering,B.E/B. Tech,Home State,OBC - A,5289.0,7984
94,Round 1,Jadavpur University,Electronics & Communication Engineering/Electronics & Telecommunication Engineering,B.E/B. Tech,Home State,OBC - A,805.0,2357
95,Round 1,University Of Calcutta,Electronics & Communication Engineering/Electronics & Telecommunication Engineering,B.E/B. Tech,Home State,OBC - A,4454.0,4454
96,Round 1,"Jis College of Engineering, Kalyani, Nadia",Electronics & Communication Engineering/Electronics & Telecommunication Engineering,B.E/B. Tech,Home State,OBC - A,51364.0,51364
97,Round 1,"Narula Institute of Technology, Agarpara, Kolkata",Electronics & Communication Engineering/Electronics & Telecommunication Engineering,B.E/B. Tech,Home State,OBC - A,36296.0,36296
98,Round 1,"Guru Nanak Institute of Technology, Panihati, Sodepur",Electronics & Communication Engineering/Electronics & Telecommunication Engineering,B.E/B. Tech,Home State,OBC - A,47439.0,47439
99,Round 1,"Budge Budge Institute of Technology, Budge-Budge",Electronics & Communication Engineering/Electronics & Telecommunication Engineering,B.E/B. Tech,Home State,OBC - A,61942.0,61942
100,Round 1,"Calcutta Institute of Technology, Uluberia, Howrah",Electronics & Communication Engineering/Electronics & Telecommunication Engineering,B.E/B. Tech,Home State,OBC - A,51835.0,56397
101,Round 1,"Abacus Institute of Engineering & Management, Mogra, Hooghly",Electronics & Communication Engineering/Electronics & Telecommunication Engineering,B.E/B. Tech,Home State,OBC - A,57685.0,57685
102,Round 1,"Kalyani Goverment Engineering College, Kalyani, Nadia",Electronics & Communication Engineering/Electronics & Telecommunication Engineering,B.E/B. Tech,Home State,OBC - A,4978.0,7628
103,Round 1,"Ramkrishna Mahato Government Engineering College, Purulia",Electronics & Communication Engineering/Electronics & Telecommunication Engineering,B.E/B. Tech,Home State,OBC - A,11341.0,13958
104,Round 1,"Jalpaiguri Goverment Engineering College,Jalpaiguri",Electronics & Communication Engineering/Electronics & Telecommunication Engineering,B.E/B. Tech,Home State,OBC - A,8709.0,10142
105,Round 1,"Cooch Behar Government Engineering College, Cooch Behar",Electronics & Communication Engineering/Electronics & Telecommunication Engineering,B.E/B. Tech,Home State,OBC - A,11552.0,15299
106,Round 1,Jadavpur University,Food Technology And Bio Chemical Engineering,B.E/B. Tech,Home State,OBC - A,4819.0,7142
107,Round 1,Jadavpur University,Instrumentation Engineering/Instrumentation & Electronics Engineering,B.E/B. Tech,Home State,OBC - A,2372.0,3447
108,Round 1,University Of Calcutta,Instrumentation Engineering/Instrumentation & Electronics Engineering,B.E/B. Tech,Home State,OBC - A,6062.0,7879
109,Round 1,"Department of Jute and Fibre Technology, Calcutta University",Jute & Fibre Technology,B.E/B. Tech,Home State,OBC - A,12830.0,15812
110,Round 1,"Seacom Engineering College, Sankrail, Howrah",Marine Engineering/Marine Technology,B.E/B. Tech,Home State,OBC - A,50049.0,63341
111,Round 1,University Of Calcutta,Optics & Optoelectronics,B.E/B. Tech,Home State,OBC - A,8561.0,8561
112,Round 1,University Of Calcutta,Polymer Science & Technology,B.E/B. Tech,Home State,OBC - A,7909.0,7909
113,Round 1,Jadavpur University,Power Engineering/Power Plant Engineering,B.E/B. Tech,Home State,OBC - A,6420.0,7530
114,Round 1,Jadavpur University,Printing Engineering/Printing Technology,B.E/B. Tech,Home State,OBC - A,8195.0,9168
115,Round 1,"Dr.Sudhir Chandra Sur Institute of Technology and Sports Complex, Dum Dum",Robotic Engineering,B.E/B. Tech,Home State,OBC - A,48458.0,48458
116,Round 1,"Narula Institute of Technology, Agarpara, Kolkata",COMPUTER SCIENCE & TECHNOLOGY,B.E/B. Tech,Home State,OBC - A,29453.0,29453
117,Round 1,Jadavpur University,Architectural Engineering,B.E/B. Tech,Home State,OBC - A,5445.0,8409
118,Round 1,"Narula Institute of Technology, Agarpara, Kolkata",Computer Science & Business System,B.E/B. Tech,Home State,OBC - A,31459.0,31459
119,Round 1,"St. Mary's Technical Campus Kolkata, Barasat",Computer Science & Engineering (Artificial Intelligence And Machine Learning),B.E/B. Tech,Home State,OBC - A,55988.0,64305
120,Round 1,"Narula Institute of Technology, Agarpara, Kolkata",Computer Science & Engineering (Artificial Intelligence And Machine Learning),B.E/B. Tech,Home State,OBC - A,28058.0,28058
121,Round 1,"St. Mary's Technical Campus Kolkata, Barasat",Computer Science & Engineering (Data Science),B.E/B. Tech,Home State,OBC - A,64258.0,64258
122,Round 1,"Kaji Nazrul University, Asansol",Computer Science & Engineering (Data Science),B.E/B. Tech,Home State,OBC - A,9991.0,15993
123,Round 1,Swami Vivekananda University,Data Science,B.E/B. Tech,Home State,OBC - A,49782.0,57852
124,Round 1,"Guru Nanak Institute of Technology, Panihati, Sodepur",ELECTRONICS AND COMPUTER SCIENCE (ECS),B.E/B. Tech,Home State,OBC - A,32570.0,32570
125,Round 1,University Of Calcutta,"CERAMIC ENGINEERING, OIL TECHNOLOGY, PETROCHEM & PETRO REFINERY ENGG, PHARMACEUTICAL & FINE CHEMICAL TECHNOLOGY",B.E/B. Tech,Home State,OBC - A,8045.0,8045
126,Round 1,"Cooch Behar Government Engineering College, Cooch Behar",COMPUTER SCIENCE & ENGINEERING,B.E/B. Tech,Home State,OBC - A (PwD),60483.0,60483
127,Round 1,Jadavpur University,Chemical Engineering,B.E/B. Tech,Home State,OBC - A (PwD),43172.0,43172
128,Round 1,Jadavpur University,Mechanical Engineering,B.E/B. Tech,Home State,OBC - A (PwD),24137.0,24137
129,Round 1,"Kalyani Goverment Engineering College, Kalyani, Nadia",Mechanical Engineering,B.E/B. Tech,Home State,OBC - A (PwD),53108.0,53108
130,Round 1,"Kalyani Goverment Engineering College, Kalyani, Nadia",Information Technology,B.E/B. Tech,Home State,OBC - A (PwD),34326.0,34326
131,Round 1,Jadavpur University,Electrical Engineering,B.E/B. Tech,Home State,OBC - A (PwD),10086.0,10086
132,Round 1,Jadavpur University,Civil Engineering,B.E/B. Tech,Home State,OBC - A (PwD),25286.0,25286
133,Round 1,"Jalpaiguri Goverment Engineering College,Jalpaiguri",Civil Engineering,B.E/B. Tech,Home State,OBC - A (PwD),41357.0,41357
134,Round 1,"Jalpaiguri Goverment Engineering College,Jalpaiguri",Civil Engineering,B.E/B. Tech,Home State,OBC - B,5642.0,6121
135,Round 1,"Ramkrishna Mahato Government Engineering College, Purulia",Civil Engineering,B.E/B. Tech,Home State,OBC - B,11189.0,11244
136,Round 1,"Cooch Behar Government Engineering College, Cooch Behar",Civil Engineering,B.E/B. Tech,Home State,OBC - B,9130.0,9849
137,Round 1,Jadavpur University,Civil Engineering,B.E/B. Tech,Home State,OBC - B,1111.0,2055
138,Round 1,"Calcutta Institute of Technology, Uluberia, Howrah",Electrical Engineering,B.E/B. Tech,Home State,OBC - B,58621.0,62434
139,Round 1,"Jalpaiguri Goverment Engineering College,Jalpaiguri",Electrical Engineering,B.E/B. Tech,Home State,OBC - B,3860.0,4383
140,Round 1,"Govt. College of Engg. & Textile Technology, Berhampore",Electrical Engineering,B.E/B. Tech,Home State,OBC - B,6216.0,6599
141,Round 1,"Cooch Behar Government Engineering College, Cooch Behar",Electrical Engineering,B.E/B. Tech,Home State,OBC - B,8097.0,8494
142,Round 1,"Kalyani Goverment Engineering College, Kalyani, Nadia",Electrical Engineering,B.E/B. Tech,Home State,OBC - B,2246.0,2459
143,Round 1,"Ramkrishna Mahato Government Engineering College, Purulia",Electrical Engineering,B.E/B. Tech,Home State,OBC - B,8607.0,9025
144,Round 1,"Ghani Khan Choudhury Institute of Engineering & Technology, Malda",Electrical Engineering,B.E/B. Tech,Home State,OBC - B,9449.0,9810
145,Round 1,Jadavpur University,Electrical Engineering,B.E/B. Tech,Home State,OBC - B,403.0,764
146,Round 1,"Ideal Institute of Engineering, Kalyani",Electrical Engineering,B.E/B. Tech,Home State,OBC - B,61861.0,61861
147,Round 1,"Durgapur Institute of Advanced Technology & Management, Durgapur",Electrical Engineering,B.E/B. Tech,Home State,OBC - B,54810.0,58877
148,Round 1,"Kalyani Goverment Engineering College, Kalyani, Nadia",Information Technology,B.E/B. Tech,Home State,OBC - B,1912.0,2237
149,Round 1,"Govt. College of Engineering & Ceramic Technology, Kolkata",Information Technology,B.E/B. Tech,Home State,OBC - B,4042.0,5220
150,Round 1,University Of Calcutta,Electrical Engineering,B.E/B. Tech,Home State,OBC - B,1807.0,1807
151,Round 1,"Govt. College of Engineering & Textile Technology, Serampore",Information Technology,B.E/B. Tech,Home State,OBC - B,5064.0,5740
152,Round 1,"Jalpaiguri Goverment Engineering College,Jalpaiguri",Information Technology,B.E/B. Tech,Home State,OBC - B,3583.0,3713
153,Round 1,"Goverment College of Engineering and Leather Technology, Kolkata",Information Technology,B.E/B. Tech,Home State,OBC - B,5184.0,5280
154,Round 1,"Institute of Science and Technology, Paschim Medinipur",Information Technology,B.E/B. Tech,Home State,OBC - B,55926.0,64821
155,Round 1,"Budge Budge Institute of Technology, Budge-Budge",Information Technology,B.E/B. Tech,Home State,OBC - B,39615.0,44518
156,Round 1,"Camellia Institute of Technology, Badu Road, Madhyamgram",Information Technology,B.E/B. Tech,Home State,OBC - B,63237.0,64619
157,Round 1,"Camellia School of Engineering & Technology, Barasat",Information Technology,B.E/B. Tech,Home State,OBC - B,60341.0,60341
158,Round 1,"Kalyani Goverment Engineering College, Kalyani, Nadia",Mechanical Engineering,B.E/B. Tech,Home State,OBC - B,2528.0,3118
159,Round 1,"Ramkrishna Mahato Government Engineering College, Purulia",Mechanical Engineering,B.E/B. Tech,Home State,OBC - B,10236.0,10580
160,Round 1,"Ghani Khan Choudhury Institute of Engineering & Technology, Malda",Mechanical Engineering,B.E/B. Tech,Home State,OBC - B,10962.0,11172
161,Round 1,University Of Calcutta,Information Technology,B.E/B. Tech,Home State,OBC - B,1305.0,1526
162,Round 1,"University of Kalyani, Science Instrumentation Centre",Information Technology,B.E/B. Tech,Home State,OBC - B,3037.0,3487
163,Round 1,"Maulana Abul Kalam Azad University of Technology, West Bengal",Information Technology,B.E/B. Tech,Home State,OBC - B,3613.0,4558
164,Round 1,Jadavpur University,Information Technology,B.E/B. Tech,Home State,OBC - B,311.0,537
165,Round 1,"Dumkal Institute of Engineering & Technology, Dumkal, Murshidabad",COMPUTER SCIENCE & ENGINEERING,B.E/B. Tech,Home State,OBC - B,58253.0,61130
166,Round 1,"Institute of Pharmacy, Jalpaiguri",B.Pharm/Pharmaceutical Technology,B. Pharma,Home State,OBC - B,2102.0,2244
167,Round 1,"Bharat Technology, Uluberia, Howrah",B.Pharm/Pharmaceutical Technology,B. Pharma,Home State,OBC - B,19483.0,20952
168,Round 1,"Bengal School of Technology, Sugandha, Hooghly",B.Pharm/Pharmaceutical Technology,B. Pharma,Home State,OBC - B,17579.0,18063
169,Round 1,"University of Kalyani, Science Instrumentation Centre",Applied Electronics & Instrumentation Engineering/ Electronics & Instrumentation Engineering,B.E/B. Tech,Home State,OBC - B,3605.0,4982
170,Round 1,"Govt. College of Engineering & Textile Technology, Serampore",Apparel & Production Management,B.E/B. Tech,Home State,OBC - B,13022.0,13321
171,Round 1,Swami Vivekananda University,Agricultural Engineering,B.E/B. Tech,Home State,OBC - B,25800.0,31396
172,Round 1,Uttar Banga Krishi Viswa Vidyalaya,Agricultural Engineering,B.E/B. Tech,Home State,OBC - B,5505.0,6048
173,Round 1,"Bidhan Chandra Krishi Viswa Vidyalaya, Mohanpur, Nadia",Agricultural Engineering,B.E/B. Tech,Home State,OBC - B,2985.0,3976
174,Round 1,"Ghani Khan Choudhury Institute of Engineering & Technology, Malda",Food Technology,B.E/B. Tech,Home State,OBC - B,12806.0,12806
175,Round 1,"Goverment College of Engineering and Leather Technology, Kolkata",Leather Technology,B.E/B. Tech,Home State,OBC - B,9527.0,9538
176,Round 1,"Govt. College of Engineering & Textile Technology, Serampore",Textile Technology,B.E/B. Tech,Home State,OBC - B,9768.0,10344
177,Round 1,"Govt. College of Engg. & Textile Technology, Berhampore",Textile Technology,B.E/B. Tech,Home State,OBC - B,10816.0,11952
178,Round 1,Jadavpur University,Metallurgical And Materials Engineering,B.E/B. Tech,Home State,OBC - B,1765.0,2125
179,Round 1,"Kaji Nazrul University, Asansol",Metallurgical And Materials Engineering,B.E/B. Tech,Home State,OBC - B,11843.0,12786
180,Round 1,West Bengal University of Animal & Fishery Sciences,Dairy Technology,B.E/B. Tech,Home State,OBC - B,6915.0,8465
181,Round 1,"Kaji Nazrul University, Asansol",Mining Engineering,B.E/B. Tech,Home State,OBC - B,11619.0,12171
182,Round 1,Jadavpur University,Printing Engineering/Printing Technology,B.E/B. Tech,Home State,OBC - B,2635.0,2649
183,Round 1,"St. Mary's Technical Campus Kolkata, Barasat",Artificial Intelligence And Data Science,B.E/B. Tech,Home State,OBC - B,57032.0,60355
184,Round 1,Jadavpur University,Power Engineering/Power Plant Engineering,B.E/B. Tech,Home State,OBC - B,1128.0,1567
185,Round 1,"Seacom Engineering College, Sankrail, Howrah",Marine Engineering/Marine Technology,B.E/B. Tech,Home State,OBC - B,34738.0,41877
186,Round 1,"Department of Jute and Fibre Technology, Calcutta University",Jute & Fibre Technology,B.E/B. Tech,Home State,OBC - B,9072.0,12560
187,Round 1,University Of Calcutta,Instrumentation Engineering/Instrumentation & Electronics Engineering,B.E/B. Tech,Home State,OBC - B,3023.0,3023
188,Round 1,Jadavpur University,Instrumentation Engineering/Instrumentation & Electronics Engineering,B.E/B. Tech,Home State,OBC - B,794.0,935
189,Round 1,Jadavpur University,Food Technology And Bio Chemical Engineering,B.E/B. Tech,Home State,OBC - B,2726.0,2915
190,Round 1,"Cooch Behar Government Engineering College, Cooch Behar",Electronics & Communication Engineering/Electronics & Telecommunication Engineering,B.E/B. Tech,Home State,OBC - B,7918.0,8316
191,Round 1,"Jalpaiguri Goverment Engineering College,Jalpaiguri",Electronics & Communication Engineering/Electronics & Telecommunication Engineering,B.E/B. Tech,Home State,OBC - B,3078.0,3865
192,Round 1,"Ramkrishna Mahato Government Engineering College, Purulia",Electronics & Communication Engineering/Electronics & Telecommunication Engineering,B.E/B. Tech,Home State,OBC - B,7163.0,7827
193,Round 1,"Kalyani Goverment Engineering College, Kalyani, Nadia",Electronics & Communication Engineering/Electronics & Telecommunication Engineering,B.E/B. Tech,Home State,OBC - B,1668.0,2144
194,Round 1,"Calcutta Institute of Technology, Uluberia, Howrah",Electronics & Communication Engineering/Electronics & Telecommunication Engineering,B.E/B. Tech,Home State,OBC - B,41061.0,46045
