Sr.No,Round,Institute,Program,Stream,Quota,Category,Opening Rank,Closing Rank
2193,Round 2,"Mckv Institute of Engineering, Liluah, Howrah",Information Technology,B.E/B. Tech,All India,Open,16452.0,35779
2194,Round 2,"Institute of Science and Technology, Paschim Medinipur",Information Technology,B.E/B. Tech,All India,Open,20656.0,64841
2195,Round 2,"Jis College of Engineering, Kalyani, Nadia",Information Technology,B.E/B. Tech,All India,Open,15228.0,56042
2196,Round 2,"Aliah University, New Town",Electrical Engineering,B.E/B. Tech,Home State,Open,4886.0,8255
2197,Round 2,Swami Vivekananda University,Electrical Engineering,B.E/B. Tech,All India,Open,20986.0,30347
2198,Round 2,"Aliah University, New Town",Civil Engineering,B.E/B. Tech,Home State,Open,4554.0,12356
2199,Round 2,"Narula Institute of Technology, Agarpara, Kolkata",Information Technology,B.E/B. Tech,All India,Open,15424.0,37567
2200,Round 2,"Goverment College of Engineering and Leather Technology, Kolkata",Information Technology,B.E/B. Tech,Home State,Open,1988.0,4093
2201,Round 2,"Jalpaiguri Goverment Engineering College,Jalpaiguri",Information Technology,B.E/B. Tech,Home State,Open,2536.0,3290
2202,Round 2,"Govt. College of Engineering & Ceramic Technology, Kolkata",Information Technology,B.E/B. Tech,Home State,Open,2628.0,3966
2203,Round 2,"Kalyani Goverment Engineering College, Kalyani, Nadia",Information Technology,B.E/B. Tech,Home State,Open,969.0,1473
2204,Round 2,"Future Institute of Engineering & Management, Sonarpur",Information Technology,B.E/B. Tech,All India,Open,16725.0,41454
2205,Round 2,"Asansol Engineering College, Asansol, Burdwan",Information Technology,B.E/B. Tech,All India,Open,20890.0,43368
2206,Round 2,"B.P. Poddar Institute of Management & Technology, Kolkata",Information Technology,B.E/B. Tech,All India,Open,8342.0,19224
2207,Round 2,"Bankura Unnayani Institute of Engineering, Bankura",Information Technology,B.E/B. Tech,All India,Open,21666.0,64821
2208,Round 2,"Bengal College of Engineering & Technology, Durgapur",Information Technology,B.E/B. Tech,All India,Open,21717.0,64717
2209,Round 2,"Meghnad Saha Institute of Technology, Kolkata",Information Technology,B.E/B. Tech,All India,Open,7388.0,23221
2210,Round 2,"Dr. B. C. Roy Engineering College, Durgapur",Information Technology,B.E/B. Tech,All India,Open,13710.0,35418
2211,Round 2,"College of Engineering and Management, Kolaghat",Information Technology,B.E/B. Tech,All India,Open,14077.0,60889
2212,Round 2,"Camellia School of Engineering & Technology, Barasat",Information Technology,B.E/B. Tech,All India,Open,64652.0,64652
2213,Round 2,"Bengal Institute of Technology & Management, Santiniketan",Information Technology,B.E/B. Tech,All India,Open,31580.0,64745
2214,Round 2,"Bengal Institute of Technology, Dhapa, Kolkata",Information Technology,B.E/B. Tech,All India,Open,26259.0,53441
2215,Round 2,"Budge Budge Institute of Technology, Budge-Budge",Information Technology,B.E/B. Tech,All India,Open,37940.0,63721
2216,Round 2,"Calcutta Institute of Engineering & Management, Tollygunge, Kolkata",Information Technology,B.E/B. Tech,All India,Open,8730.0,38912
2217,Round 2,"Haldia Institute of Technology, Haldia, Purba Medinipur",Information Technology,B.E/B. Tech,All India,Open,5518.0,11597
2218,Round 2,"Guru Nanak Institute of Technology, Panihati, Sodepur",Information Technology,B.E/B. Tech,All India,Open,23911.0,50592
2219,Round 2,"Institute of Engineering & Management, Salt Lake",Mechanical Engineering,B.E/B. Tech,All India,Open,7125.0,11651
2220,Round 2,"Hooghly Engineering & Technology College, Hooghly",Mechanical Engineering,B.E/B. Tech,All India,Open,40030.0,58601
2221,Round 2,"Ideal Institute of Engineering, Kalyani",Mechanical Engineering,B.E/B. Tech,All India,Open,26061.0,26061
2222,Round 2,"Heritage Institute of Technology, Kolkata",Mechanical Engineering,B.E/B. Tech,All India,Open,4081.0,14462
2223,Round 2,"Govt. College of Engineering & Textile Technology, Serampore",Information Technology,B.E/B. Tech,Home State,Open,3855.0,5592
2224,Round 2,Jadavpur University,Information Technology,B.E/B. Tech,Home State,Open,92.0,202
2225,Round 2,"St. Thomas College of Engineering & Technology, Khidirpur, Kolkata",Information Technology,B.E/B. Tech,All India,Open,8287.0,13787
2226,Round 2,"Techno Main Salt Lake, Sector-V, Salt Lake",Information Technology,B.E/B. Tech,All India,Open,4120.0,6777
2227,Round 2,"Techno International New Town, Rajarhat, New Town",Information Technology,B.E/B. Tech,All India,Open,9213.0,30550
2228,Round 2,"Techno Engineering Collge Banipur, 24 Parganas-North",Information Technology,B.E/B. Tech,All India,Open,17848.0,64561
2229,Round 2,"Netaji Subhas Engineering College, Garia, Kolkata",Information Technology,B.E/B. Tech,All India,Open,8383.0,20222
2230,Round 2,"Siliguri Institute of Technology, Siliguri",Information Technology,B.E/B. Tech,All India,Open,22167.0,64103
2231,Round 2,"Rcc Institute of Information Technology, Kolkata",Information Technology,B.E/B. Tech,All India,Open,9319.0,19999
2232,Round 2,Jadavpur University,Information Technology,B.E/B. Tech,All India,Open,65.0,89
2233,Round 2,"Maulana Abul Kalam Azad University of Technology, West Bengal",Information Technology,B.E/B. Tech,All India,Open,2526.0,3552
2234,Round 2,"University Institute of Technology, Burdwan (Self Financing Course)",Information Technology,B.E/B. Tech,All India,Open,5603.0,12918
2235,Round 2,"Institute of Engineering & Management, Salt Lake",Electrical Engineering,B.E/B. Tech,All India,Open,2786.0,8534
2236,Round 2,"Ideal Institute of Engineering, Kalyani",Electrical Engineering,B.E/B. Tech,All India,Open,24702.0,61861
2237,Round 2,"Hooghly Engineering & Technology College, Hooghly",Electrical Engineering,B.E/B. Tech,All India,Open,49753.0,64581
2238,Round 2,"Heritage Institute of Technology, Kolkata",Electrical Engineering,B.E/B. Tech,All India,Open,2465.0,10097
2239,Round 2,"Institute of Engineering & Management, Salt Lake",Electrical & Electronics Engineering,B.E/B. Tech,All India,Open,2385.0,7417
2240,Round 2,"Institute of Science and Technology, Paschim Medinipur",Electrical & Electronics Engineering,B.E/B. Tech,All India,Open,35847.0,43749
2241,Round 2,"Academy of Technology, Adisaptagram, Hooghly",Electrical & Electronics Engineering,B.E/B. Tech,All India,Open,14305.0,47551
2242,Round 2,"Techno India University, Salt Lake",Civil Engineering,B.E/B. Tech,All India,Open,15195.0,42205
2243,Round 2,"University Institute of Technology, Burdwan (Self Financing Course)",Civil Engineering,B.E/B. Tech,All India,Open,5411.0,17427
2244,Round 2,"Dr. B. C. Roy Engineering College, Durgapur",COMPUTER SCIENCE AND DESIGN,B.E/B. Tech,All India,Open,15910.0,64076
2245,Round 2,Jadavpur University,Civil Engineering,B.E/B. Tech,Home State,Open,622.0,1095
2246,Round 2,"Ramkrishna Mahato Government Engineering College, Purulia",Civil Engineering,B.E/B. Tech,Home State,Open,2550.0,13707
2247,Round 2,"Cooch Behar Government Engineering College, Cooch Behar",Civil Engineering,B.E/B. Tech,Home State,Open,5950.0,12617
2248,Round 2,"Jalpaiguri Goverment Engineering College,Jalpaiguri",Civil Engineering,B.E/B. Tech,Home State,Open,2501.0,6223
2249,Round 2,"Asansol Engineering College, Asansol, Burdwan",Civil Engineering,B.E/B. Tech,All India,Open,16828.0,58810
2250,Round 2,"Abacus Institute of Engineering & Management, Mogra, Hooghly",Civil Engineering,B.E/B. Tech,All India,Open,16500.0,64828
2251,Round 2,"Bankura Unnayani Institute of Engineering, Bankura",Civil Engineering,B.E/B. Tech,All India,Open,19130.0,56929
2252,Round 2,"Bengal College of Engineering & Technology, Durgapur",Civil Engineering,B.E/B. Tech,All India,Open,14176.0,60397
2253,Round 2,"Calcutta Institute of Engineering & Management, Tollygunge, Kolkata",Civil Engineering,B.E/B. Tech,All India,Open,14093.0,63359
2254,Round 2,"Calcutta Institute of Technology, Uluberia, Howrah",Civil Engineering,B.E/B. Tech,All India,Open,19712.0,49047
2255,Round 2,"Dr. B. C. Roy Engineering College, Durgapur",Civil Engineering,B.E/B. Tech,All India,Open,18794.0,61714
2256,Round 2,"Dr.Sudhir Chandra Sur Institute of Technology and Sports Complex, Dum Dum",Civil Engineering,B.E/B. Tech,All India,Open,23653.0,63509
2257,Round 2,"Future Institute of Technology, Boral, Garia",Civil Engineering,B.E/B. Tech,All India,Open,56385.0,56385
2258,Round 2,"Elitte College of Engineering,Mahispota, Sodepur",Civil Engineering,B.E/B. Tech,All India,Open,61932.0,61932
2259,Round 2,"Haldia Institute of Technology, Haldia, Purba Medinipur",Civil Engineering,B.E/B. Tech,All India,Open,14617.0,64026
2260,Round 2,"Heritage Institute of Technology, Kolkata",Civil Engineering,B.E/B. Tech,All India,Open,2542.0,17482
2261,Round 2,"Hooghly Engineering & Technology College, Hooghly",Civil Engineering,B.E/B. Tech,All India,Open,24470.0,63019
2262,Round 2,"Ideal Institute of Engineering, Kalyani",Civil Engineering,B.E/B. Tech,All India,Open,2911.0,56595
2263,Round 2,"Jis College of Engineering, Kalyani, Nadia",Civil Engineering,B.E/B. Tech,All India,Open,18804.0,58103
2264,Round 2,"Institute of Science and Technology, Paschim Medinipur",Civil Engineering,B.E/B. Tech,All India,Open,17265.0,51718
2265,Round 2,"Imps College of Engineering & Technology, Malda",Civil Engineering,B.E/B. Tech,All India,Open,46092.0,63236
2266,Round 2,"Meghnad Saha Institute of Technology, Kolkata",Civil Engineering,B.E/B. Tech,All India,Open,18059.0,64179
2267,Round 2,"Murshidabad College of Engineering & Technology, Murshidabad",Civil Engineering,B.E/B. Tech,All India,Open,19142.0,61646
2268,Round 2,"Narula Institute of Technology, Agarpara, Kolkata",Civil Engineering,B.E/B. Tech,All India,Open,34419.0,62915
2269,Round 2,"Netaji Subhas Engineering College, Garia, Kolkata",Civil Engineering,B.E/B. Tech,All India,Open,21366.0,62599
2270,Round 2,"Nshm Knowledge Campus, Durgapur Group of Institutions",Civil Engineering,B.E/B. Tech,All India,Open,51997.0,51997
2271,Round 2,"Pailan College of Management & Technology, Pailan Park",Civil Engineering,B.E/B. Tech,All India,Open,58089.0,58089
2272,Round 2,"Siliguri Institute of Technology, Siliguri",Civil Engineering,B.E/B. Tech,All India,Open,11326.0,64311
2273,Round 2,"St. Mary's Technical Campus Kolkata, Barasat",Civil Engineering,B.E/B. Tech,All India,Open,47188.0,47188
2274,Round 2,"Swami Vivekananda Institute of Science & Technology, Sonarpur",Civil Engineering,B.E/B. Tech,All India,Open,55729.0,55729
2275,Round 2,"Techno Main Salt Lake, Sector-V, Salt Lake",Civil Engineering,B.E/B. Tech,All India,Open,13674.0,36886
2276,Round 2,"Techno International New Town, Rajarhat, New Town",Civil Engineering,B.E/B. Tech,All India,Open,26474.0,63794
2277,Round 2,Jadavpur University,Civil Engineering,B.E/B. Tech,All India,Open,125.0,572
2278,Round 2,Jadavpur University,Electrical Engineering,B.E/B. Tech,Home State,Open,150.0,322
2279,Round 2,"Siliguri Institute of Technology, Siliguri",Electrical Engineering,B.E/B. Tech,All India,Open,18160.0,57885
2280,Round 2,"Nshm Knowledge Campus, Durgapur Group of Institutions",Electrical Engineering,B.E/B. Tech,All India,Open,51176.0,51427
2281,Round 2,"Netaji Subhas Engineering College, Garia, Kolkata",Electrical Engineering,B.E/B. Tech,All India,Open,10380.0,50332
2282,Round 2,Techno International Batanagar,Electrical Engineering,B.E/B. Tech,All India,Open,51052.0,51052
2283,Round 2,"St. Thomas College of Engineering & Technology, Khidirpur, Kolkata",Electrical Engineering,B.E/B. Tech,All India,Open,8200.0,42219
2284,Round 2,"Techno Main Salt Lake, Sector-V, Salt Lake",Electrical Engineering,B.E/B. Tech,All India,Open,10182.0,28580
2285,Round 2,"Techno International New Town, Rajarhat, New Town",Electrical Engineering,B.E/B. Tech,All India,Open,29217.0,63618
2286,Round 2,"Adamas University, Barasat",Electrical Engineering,B.E/B. Tech,All India,Open,53745.0,62797
2287,Round 2,Jadavpur University,Electrical Engineering,B.E/B. Tech,All India,Open,62.0,149
2288,Round 2,"Cooch Behar Government Engineering College, Cooch Behar",Electrical Engineering,B.E/B. Tech,Home State,Open,3036.0,9661
2289,Round 2,"Govt. College of Engg. & Textile Technology, Berhampore",Electrical Engineering,B.E/B. Tech,Home State,Open,4153.0,6958
2290,Round 2,"Jalpaiguri Goverment Engineering College,Jalpaiguri",Electrical Engineering,B.E/B. Tech,Home State,Open,2281.0,4187
2291,Round 2,"Swami Vivekananda Institute of Science & Technology, Sonarpur",Electrical & Electronics Engineering,B.E/B. Tech,All India,Open,33190.0,64319
2292,Round 2,"Pailan College of Management & Technology, Pailan Park",Electrical & Electronics Engineering,B.E/B. Tech,All India,Open,43586.0,43586
2293,Round 2,"Regent Education and Research Foundation, Barasat, Kolkata",Electrical & Electronics Engineering,B.E/B. Tech,All India,Open,40567.0,53740
2294,Round 2,"Rcc Institute of Information Technology, Kolkata",Electrical Engineering,B.E/B. Tech,All India,Open,14019.0,37593
2295,Round 2,"Ghani Khan Choudhury Institute of Engineering & Technology, Malda",Electrical Engineering,B.E/B. Tech,Home State,Open,4458.0,11402
2296,Round 2,"Asansol Engineering College, Asansol, Burdwan",Electrical Engineering,B.E/B. Tech,All India,Open,26159.0,62204
2297,Round 2,"Bengal College of Engineering & Technology, Durgapur",Electrical Engineering,B.E/B. Tech,All India,Open,20207.0,59071
2298,Round 2,"Bankura Unnayani Institute of Engineering, Bankura",Electrical Engineering,B.E/B. Tech,All India,Open,28587.0,63526
2299,Round 2,"Abacus Institute of Engineering & Management, Mogra, Hooghly",Electrical Engineering,B.E/B. Tech,All India,Open,12243.0,61148
2300,Round 2,"B.P. Poddar Institute of Management & Technology, Kolkata",Electrical Engineering,B.E/B. Tech,All India,Open,14607.0,51616
2301,Round 2,"Ramkrishna Mahato Government Engineering College, Purulia",Electrical Engineering,B.E/B. Tech,Home State,Open,4336.0,10079
2302,Round 2,"Kalyani Goverment Engineering College, Kalyani, Nadia",Electrical Engineering,B.E/B. Tech,Home State,Open,1119.0,1936
2303,Round 2,"Institute of Science and Technology, Paschim Medinipur",Electrical Engineering,B.E/B. Tech,All India,Open,37438.0,40563
2304,Round 2,"Mckv Institute of Engineering, Liluah, Howrah",Electrical Engineering,B.E/B. Tech,All India,Open,21989.0,64390
2305,Round 2,"Jis College of Engineering, Kalyani, Nadia",Electrical Engineering,B.E/B. Tech,All India,Open,21462.0,59535
2306,Round 2,"Meghnad Saha Institute of Technology, Kolkata",Electrical Engineering,B.E/B. Tech,All India,Open,18531.0,60612
2307,Round 2,"Murshidabad College of Engineering & Technology, Murshidabad",Electrical Engineering,B.E/B. Tech,All India,Open,10282.0,60923
2308,Round 2,"Narula Institute of Technology, Agarpara, Kolkata",Electrical Engineering,B.E/B. Tech,All India,Open,18911.0,64283
2309,Round 2,"Dr. B. C. Roy Engineering College, Durgapur",Electrical Engineering,B.E/B. Tech,All India,Open,12548.0,64175
2310,Round 2,"College of Engineering and Management, Kolaghat",Electrical Engineering,B.E/B. Tech,All India,Open,15697.0,62239
2311,Round 2,"Calcutta Institute of Technology, Uluberia, Howrah",Electrical Engineering,B.E/B. Tech,All India,Open,9184.0,57309
2312,Round 2,"Calcutta Institute of Engineering & Management, Tollygunge, Kolkata",Electrical Engineering,B.E/B. Tech,All India,Open,5381.0,57155
2313,Round 2,"Budge Budge Institute of Technology, Budge-Budge",Electrical Engineering,B.E/B. Tech,All India,Open,58794.0,58794
2314,Round 2,"Bengal Institute of Technology & Management, Santiniketan",Electrical Engineering,B.E/B. Tech,All India,Open,57704.0,59398
2315,Round 2,"Haldia Institute of Technology, Haldia, Purba Medinipur",Electrical Engineering,B.E/B. Tech,All India,Open,11931.0,38876
2316,Round 2,"Guru Nanak Institute of Technology, Panihati, Sodepur",Electrical Engineering,B.E/B. Tech,All India,Open,32320.0,62417
2317,Round 2,"Gargi Memorial Institute of Technology, Baruipur, Kolkata",Electrical Engineering,B.E/B. Tech,All India,Open,17815.0,37331
2318,Round 2,"Future Institute of Technology, Boral, Garia",Electrical Engineering,B.E/B. Tech,All India,Open,63023.0,63023
2319,Round 2,"Durgapur Institute of Advanced Technology & Management, Durgapur",Electrical Engineering,B.E/B. Tech,All India,Open,14932.0,62799
2320,Round 2,"Dumkal Institute of Engineering & Technology, Dumkal, Murshidabad",Electrical Engineering,B.E/B. Tech,All India,Open,38084.0,44028
2321,Round 2,"Future Institute of Engineering & Management, Sonarpur",Electrical Engineering,B.E/B. Tech,All India,Open,20275.0,56592
2322,Round 2,"Academy of Technology, Adisaptagram, Hooghly",Electrical Engineering,B.E/B. Tech,All India,Open,10718.0,47626
2323,Round 2,"Kalyani Goverment Engineering College, Kalyani, Nadia",Electrical Engineering,B.E/B. Tech,Home State,Open (PwD),51906.0,51906
2324,Round 2,"Cooch Behar Government Engineering College, Cooch Behar",Electrical Engineering,B.E/B. Tech,Home State,Open (PwD),48438.0,48438
2325,Round 2,Jadavpur University,Electrical Engineering,B.E/B. Tech,Home State,Open (PwD),3183.0,5598
2326,Round 2,"Jalpaiguri Goverment Engineering College,Jalpaiguri",Civil Engineering,B.E/B. Tech,Home State,Open (PwD),35561.0,35561
2327,Round 2,"Cooch Behar Government Engineering College, Cooch Behar",Civil Engineering,B.E/B. Tech,Home State,Open (PwD),52944.0,52944
2328,Round 2,Jadavpur University,Civil Engineering,B.E/B. Tech,Home State,Open (PwD),23862.0,29691
2329,Round 2,"Maulana Abul Kalam Azad University of Technology, West Bengal",Information Technology,B.E/B. Tech,Home State,Open (PwD),33019.0,54364
2330,Round 2,University Of Calcutta,Information Technology,B.E/B. Tech,Home State,Open (PwD),12029.0,12029
2331,Round 2,Jadavpur University,Information Technology,B.E/B. Tech,Home State,Open (PwD),4393.0,7883
2332,Round 2,"Govt. College of Engineering & Textile Technology, Serampore",Information Technology,B.E/B. Tech,Home State,Open (PwD),28141.0,28141
2333,Round 2,"Kalyani Goverment Engineering College, Kalyani, Nadia",Information Technology,B.E/B. Tech,Home State,Open (PwD),26589.0,26589
2334,Round 2,"Govt. College of Engineering & Ceramic Technology, Kolkata",Information Technology,B.E/B. Tech,Home State,Open (PwD),55769.0,55769
2335,Round 2,"Jalpaiguri Goverment Engineering College,Jalpaiguri",Information Technology,B.E/B. Tech,Home State,Open (PwD),36159.0,44633
2336,Round 2,"Goverment College of Engineering and Leather Technology, Kolkata",Information Technology,B.E/B. Tech,Home State,Open (PwD),59661.0,59661
2337,Round 2,"Kalyani Goverment Engineering College, Kalyani, Nadia",Mechanical Engineering,B.E/B. Tech,Home State,Open (PwD),39947.0,40212
2338,Round 2,Jadavpur University,Mechanical Engineering,B.E/B. Tech,Home State,Open (PwD),7355.0,22288
2339,Round 2,Jadavpur University,Chemical Engineering,B.E/B. Tech,Home State,Open (PwD),9090.0,28393
2340,Round 2,"Ramkrishna Mahato Government Engineering College, Purulia",COMPUTER SCIENCE & ENGINEERING,B.E/B. Tech,Home State,Open (PwD),54354.0,54354
2341,Round 2,"Kalyani Goverment Engineering College, Kalyani, Nadia",COMPUTER SCIENCE & ENGINEERING,B.E/B. Tech,Home State,Open (PwD),7397.0,9845
2342,Round 2,"Govt. College of Engineering & Ceramic Technology, Kolkata",COMPUTER SCIENCE & ENGINEERING,B.E/B. Tech,Home State,Open (PwD),16847.0,16847
2343,Round 2,"Rcc Institute of Information Technology, Kolkata",COMPUTER SCIENCE & ENGINEERING,B.E/B. Tech,Home State,Open (PwD),20616.0,63055
2344,Round 2,Jadavpur University,COMPUTER SCIENCE & ENGINEERING,B.E/B. Tech,Home State,Open (PwD),374.0,840
2345,Round 2,"Goverment College of Engineering and Leather Technology, Kolkata",COMPUTER SCIENCE & ENGINEERING,B.E/B. Tech,Home State,Open (PwD),14244.0,25751
2346,Round 2,"Jalpaiguri Goverment Engineering College,Jalpaiguri",COMPUTER SCIENCE & ENGINEERING,B.E/B. Tech,Home State,Open (PwD),21941.0,23758
2347,Round 2,"Govt. College of Engineering & Textile Technology, Serampore",COMPUTER SCIENCE & ENGINEERING,B.E/B. Tech,Home State,Open (PwD),33078.0,56068
2348,Round 2,"Maulana Abul Kalam Azad University of Technology, West Bengal",COMPUTER SCIENCE & ENGINEERING,B.E/B. Tech,Home State,Open (PwD),19897.0,32309
2349,Round 2,University Of Calcutta,COMPUTER SCIENCE & ENGINEERING,B.E/B. Tech,Home State,Open (PwD),11466.0,11466
2350,Round 2,"University Institute of Technology, Burdwan (Self Financing Course)",COMPUTER SCIENCE & ENGINEERING,B.E/B. Tech,Home State,Open (PwD),62057.0,62057
2351,Round 2,Jadavpur University,Production Engineering,B.E/B. Tech,Home State,Open (PwD),28066.0,28066
2352,Round 2,"Govt. College of Engineering & Textile Technology, Serampore",Textile Technology,B.E/B. Tech,Home State,Open (PwD),57210.0,61338
2353,Round 2,Jadavpur University,Metallurgical And Materials Engineering,B.E/B. Tech,Home State,Open (PwD),40504.0,40504
2354,Round 2,Uttar Banga Krishi Viswa Vidyalaya,Agricultural Engineering,B.E/B. Tech,Home State,Open (PwD),35345.0,35345
2355,Round 2,"Institute of Pharmacy, Jalpaiguri",B.Pharm/Pharmaceutical Technology,B. Pharma,Home State,Open (PwD),7118.0,9172
2356,Round 2,"Bidhan Chandra Krishi Viswa Vidyalaya, Mohanpur, Nadia",Agricultural Engineering,B.E/B. Tech,Home State,Open (PwD),52452.0,52452
2357,Round 2,Jadavpur University,B.Pharm/Pharmaceutical Technology,B.E/B. Tech,Home State,Open (PwD),19750.0,19750
2358,Round 2,"Adamas University, Barasat",B.Pharm/Pharmaceutical Technology,B. Pharma,Home State,Open (PwD),32530.0,44638
2359,Round 2,"Sanaka Education Trusts Group of Institutions, Durgapur, Burdwan",B.Pharm/Pharmaceutical Technology,B. Pharma,Home State,Open (PwD),42616.0,58722
2360,Round 2,Jadavpur University,Electronics & Communication Engineering/Electronics & Telecommunication Engineering,B.E/B. Tech,Home State,Open (PwD),1357.0,3062
2361,Round 2,"Govt. College of Engineering & Ceramic Technology, Kolkata",Ceramic Enginering And Technology,B.E/B. Tech,Home State,Open (PwD),52611.0,52611
2362,Round 2,"Cooch Behar Government Engineering College, Cooch Behar",Electronics & Communication Engineering/Electronics & Telecommunication Engineering,B.E/B. Tech,Home State,Open (PwD),62519.0,62519
2363,Round 2,"Jalpaiguri Goverment Engineering College,Jalpaiguri",Electronics & Communication Engineering/Electronics & Telecommunication Engineering,B.E/B. Tech,Home State,Open (PwD),26271.0,26271
2364,Round 2,"Ramkrishna Mahato Government Engineering College, Purulia",Electronics & Communication Engineering/Electronics & Telecommunication Engineering,B.E/B. Tech,Home State,Open (PwD),55074.0,56652
2365,Round 2,"Kalyani Goverment Engineering College, Kalyani, Nadia",Electronics & Communication Engineering/Electronics & Telecommunication Engineering,B.E/B. Tech,Home State,Open (PwD),10411.0,15440
2366,Round 2,University Of Calcutta,Electronics & Communication Engineering/Electronics & Telecommunication Engineering,B.E/B. Tech,Home State,Open (PwD),20094.0,20094
2367,Round 2,Jadavpur University,Instrumentation Engineering/Instrumentation & Electronics Engineering,B.E/B. Tech,Home State,Open (PwD),15211.0,15211
2368,Round 2,Jadavpur University,Food Technology And Bio Chemical Engineering,B.E/B. Tech,Home State,Open (PwD),24820.0,24820
2369,Round 2,Jadavpur University,Power Engineering/Power Plant Engineering,B.E/B. Tech,Home State,Open (PwD),42509.0,42509
2370,Round 2,Jadavpur University,Printing Engineering/Printing Technology,B.E/B. Tech,Home State,Open (PwD),23708.0,23708
2371,Round 2,Jadavpur University,Architectural Engineering,B.E/B. Tech,Home State,Open (PwD),53060.0,53060
2372,Round 2,University Of Calcutta,"CERAMIC ENGINEERING, OIL TECHNOLOGY, PETROCHEM & PETRO REFINERY ENGG, PHARMACEUTICAL & FINE CHEMICAL TECHNOLOGY",B.E/B. Tech,Home State,Open (PwD),9137.0,9137
2373,Round 2,University Of Calcutta,"CERAMIC ENGINEERING, OIL TECHNOLOGY, PETROCHEM & PETRO REFINERY ENGG, PHARMACEUTICAL & FINE CHEMICAL TECHNOLOGY",B.E/B. Tech,Home State,SC,8779.0,14730
2374,Round 2,"Future Institute of Engineering & Management, Sonarpur",Computer Science & Engineering (Data Science),B.E/B. Tech,Home State,SC,53972.0,55552
2375,Round 2,"Kaji Nazrul University, Asansol",Computer Science & Engineering (Data Science),B.E/B. Tech,Home State,SC,15507.0,17095
2376,Round 2,Jadavpur University,Architectural Engineering,B.E/B. Tech,Home State,SC,6582.0,10656
2377,Round 2,"Narula Institute of Technology, Agarpara, Kolkata",COMPUTER SCIENCE & TECHNOLOGY,B.E/B. Tech,Home State,SC,47416.0,53375
2378,Round 2,"Narula Institute of Technology, Agarpara, Kolkata",Computer Science & Business System,B.E/B. Tech,Home State,SC,60526.0,60526
2379,Round 2,"Heritage Institute of Technology, Kolkata",Computer Science & Business System,B.E/B. Tech,Home State,SC,10364.0,10364
2380,Round 2,"Narula Institute of Technology, Agarpara, Kolkata",Computer Science & Engineering (Artificial Intelligence And Machine Learning),B.E/B. Tech,Home State,SC,45339.0,52549
2381,Round 2,"Heritage Institute of Technology, Kolkata",Computer Science & Engineering (Artificial Intelligence And Machine Learning),B.E/B. Tech,Home State,SC,7141.0,7141
2382,Round 2,"Heritage Institute of Technology, Kolkata",Computer Science & Engineering (Data Science),B.E/B. Tech,Home State,SC,8305.0,8305
2383,Round 2,Jadavpur University,Printing Engineering/Printing Technology,B.E/B. Tech,Home State,SC,7917.0,9549
2384,Round 2,Jadavpur University,Power Engineering/Power Plant Engineering,B.E/B. Tech,Home State,SC,5476.0,8174
2385,Round 2,University Of Calcutta,Polymer Science & Technology,B.E/B. Tech,Home State,SC,10567.0,14866
2386,Round 2,"Department of Jute and Fibre Technology, Calcutta University",Jute & Fibre Technology,B.E/B. Tech,Home State,SC,15086.0,21704
2387,Round 2,"Seacom Engineering College, Sankrail, Howrah",Marine Engineering/Marine Technology,B.E/B. Tech,Home State,SC,56893.0,62985
2388,Round 2,University Of Calcutta,Optics & Optoelectronics,B.E/B. Tech,Home State,SC,10558.0,14043
2389,Round 2,Jadavpur University,Food Technology And Bio Chemical Engineering,B.E/B. Tech,Home State,SC,4109.0,8267
2390,Round 2,"Narula Institute of Technology, Agarpara, Kolkata",Electronics & Communication Engineering/Electronics & Telecommunication Engineering,B.E/B. Tech,Home State,SC,58754.0,60002
2391,Round 2,Jadavpur University,Instrumentation Engineering/Instrumentation & Electronics Engineering,B.E/B. Tech,Home State,SC,1579.0,2711
2392,Round 2,University Of Calcutta,Instrumentation Engineering/Instrumentation & Electronics Engineering,B.E/B. Tech,Home State,SC,6712.0,8924
2393,Round 2,University Of Calcutta,Electronics & Communication Engineering/Electronics & Telecommunication Engineering,B.E/B. Tech,Home State,SC,2921.0,6366
2394,Round 2,"Kalyani Goverment Engineering College, Kalyani, Nadia",Electronics & Communication Engineering/Electronics & Telecommunication Engineering,B.E/B. Tech,Home State,SC,4364.0,6603
2395,Round 2,"Ramkrishna Mahato Government Engineering College, Purulia",Electronics & Communication Engineering/Electronics & Telecommunication Engineering,B.E/B. Tech,Home State,SC,13390.0,15834
2396,Round 2,"Jalpaiguri Goverment Engineering College,Jalpaiguri",Electronics & Communication Engineering/Electronics & Telecommunication Engineering,B.E/B. Tech,Home State,SC,5328.0,9647
2397,Round 2,"Cooch Behar Government Engineering College, Cooch Behar",Electronics & Communication Engineering/Electronics & Telecommunication Engineering,B.E/B. Tech,Home State,SC,11919.0,15873
2398,Round 2,"Heritage Institute of Technology, Kolkata",Electronics & Communication Engineering/Electronics & Telecommunication Engineering,B.E/B. Tech,Home State,SC,7840.0,7840
2399,Round 2,"University Institute of Technology, Burdwan (Self Financing Course)",Electronics & Communication Engineering/Electronics & Telecommunication Engineering,B.E/B. Tech,Home State,SC,16628.0,23717
2400,Round 2,"Rcc Institute of Information Technology, Kolkata",Electronics & Communication Engineering/Electronics & Telecommunication Engineering,B.E/B. Tech,Home State,SC,27747.0,42528
